Note,Commentaire
3.0," Il est possible que certains trouvent que je surnote, et je peux comprendre. Cela dépend des attentes. Si vous cherchez du dépaysement et un univers neuf, ce film est bon, et a sa part d'actions épiques et de jolies images. En revanche si vous cherchez du neuf coté scénario, passez votre chemin car ce film est très très académique scénaristiquement parlant. Reprenant à la lettre le destin du héros que l'on voit dans quasi toutes les franchises, a ceci près que ici tout est compressé pour tenir en un film de 2 heures. Et c'est mon plus gros reproche en fait, étrangement alors que je râle sur beaucoup de film trop long, celui ci aurait gagner a faire la même durée qu'un volet du seigneur des anneaux ( 3 bonnes heures au bas mot) ou avoir un deuxième volet. Car ce film a pas mal de sous intrigues et de personnages secondaires qui mériteraient à être plus développés pour apporter un attachement à leurs sorts et à leurs actions ( Shrike est le meilleurs exemple, car c'est un personnages très intéressant mais détonant tellement dans l'univers qu'on aimerait en savoir plus sur son origine ( spoiler:   un zombie surgit dans un film de cité roulante, on voudrait savoir comment )). Une durée plus longue aurait permit de faire passer des retournement et péripéties moins abruptement car pas mal de choses semblent téléphonées (  spoiler:  quel chance que shrike arrive juste avant que Shaw s'en aille pour le mur afin de lui donné la clé, ou autre... ) et un cliché qui devrait être interdit (  spoiler:  le compte à rebours qui s’arrête a la dernière seconde ). Bref c'est un peu dommage, mais au final le tout est tout de même assez captivant pour que l'on ne s'ennuie pas et porté par de bon acteurs ( Hugo Weaving en tête) et avec pas mal d'épique. Il aurait juste fallu le développé plus. "
3.5," Et badaboum ! L'humanité s'est une fois de plus autodétruite d'elle-même en s'envoyant tout plein de bombes quantiques sur le recoin de la tête... et en à peine 60 minutes ! Des centaines d'années plus tard, les survivants se balladent en gigantesques villes-tanks et s'amusent au jeu du ""c'est qui qui aura la plus grosse ?"" en gobant les populations en nombre inférieure. Dans cette guerre perpétuelle, c'est clairement Londres qui mène la danse et ""Mortal Engines"" s'ouvre d'ailleurs avec la capture d'une petite bourgade allemande par la capitale roulante. Problème, parmi ces nouveaux prisonniers, se cache Hesther Shaw, une jeune fille défigurée qui a une méchante dent contre un des dirigeants des lieux, Thaddeus Valentine. Après avoir tenté de l'assassiner, elle parvient à s'échapper en compagnie de Tom, un historien anglais venant tout juste de découvrir les veritables intentions de Thaddeus...Une guerre futuriste de villes roulantes... Forcément, dans le genre postulat dur à avaler, celui de ""Mortel Engines"" peut sembler placer la barre très haute. Heureusement, après une courte séquence explicative en voix-off (et quelle voix !) sur la guerre ayant condamné l'humanité, le film a la bonne idée de nous immerger directement dans un des affrontements qui gouvernent désormais cette nouvelle ère de notre monde. Et autant dire qu'on en prend plein la vue ! Aussi bien pour rendre crédible le fonctionnement de ces cités ambulantes que pour nous présenter rapidement les enjeux belliqueux à venir, ""Mortal Engines"" déboule avec une phase introductive très réussie et prometteuse d'un univers esthétiquement riche, fouillé et renforcé par une 3D qui joue pour une fois son rôle de plus-value sur les échelles et la profondeur données à ces combats au gigantisme démesuré. Une donne qui ne faillira jamais tant ""Mortal Engines"" va offrir un lot de péripéties impressionnantes et variées jusqu'à son terme.C'est d'ailleurs là un des gros points forts du film de Christian Rivers : contourner une bonne partie des défauts habituels des adaptations de la littérature young adult qui se contentent la plupart du temps de poser platement les bases d'affrontements à venir lors de leur premier épisode. Ici, rien de tout cela, même si la saga littéraire de Philip Reeve comprend évidemment plusieurs tomes, cette transposition sur grand écran se vit comme un vrai long-métrage en tant que tel, comprenez un début et une fin au lieu de ces espèces de pilotes de séries TV auxquels ce genre de film adolescent nous a habitué. Surtout, sa générosité de scènes d'action très réussies visuellement et un univers aux proportions impressionnantes (comprenant, en plus des villes-tanks, des morts-vivants, des cités sédentaires, des objets volants assez dingues, des reliques improbables de notre monde, etc) placent ""Mortal Engines"" à un tout autre niveau de pas mal de ses confrères en termes d'imagination et de richesse. Bref, on ne s'était pas autant éclaté sur ce plan devant une adaptation de ce type depuis un bon moment et on ne peut que remercier le trio Christian Rivers/Peter Jackson/Fran Walsh d'en être les initiateurs !Hélas, ""Mortal Engines"" se montre bien moins convaincant du côté de son intrigue et de ses personnages en retombant dans les travers inhérents à ce sous-genre teen-dystopique. En effet, sa volonté de dévoiler l'étendue de son monde à l'écran tout autant que celle d'offrir une histoire dans son intégralité et non sur plusieurs volets laissent finalement très peu de place à de vrais développements scénaristiques qui auraient pu propulser ""Mortal Engines"" dans de bien plus hautes sphères cinématographiques. Dépouillé de tout son attirail SF, le long-métrage ne propose pas grand chose d'original sur le fond en se contentant d'une simple variante autour de poncifs bien trop connus. Un couple de héros que tout oppose mais amené à se faire de sérieuses oeillades amoureuses, des dirigeants adultes poursuivant forcément un dessein maléfique sous leurs sourires (ici, un t.très méchant Hugo Weaving dont le but est de simplement tout exploser pour dominer), un camp insoupçonné d'alliés rebelles qui passaient pour des malfaiteurs, des enjeux familiaux tragiques racontés sous forme de confessions/flashbacks... Tout ou presque y passe et, surtout, donne l'impression d'être parfois survolé tant le rythme effréné du film n'offre que peu de temps morts explicatifs (rien n'est quasiment dit sur les origines des gens ressuscités et la cité sédentaire se résume pratiquement à son seul chef/moine et des figurants). Les personnages principaux ou secondaires (mention spéciale à l'excellente Jihae incarnée par Anna Fang) en imposent suffisamment par la solidité de leurs stéréotypes mais, sans cesse pris au coeur d'un enchaînement de péripéties, il devient assez vite impossible de trouver la moindre place pour que l'on s'investisse émotionnellement pour eux. Cela est d'autant plus dommage que lorsque le film réussit à y parvenir, cela fonctionne vraiment, en témoigne le sort touchant de Shrike (Stephen Lang), dirigé par le désespoir de sa solitude. Pour le reste, ""Mortal Engines"" ne parvient jamais à trouver des enjeux à la hauteur de son univers réellement attractif.Cependant, ne boudons pas notre plaisir, ""Mortal Engines"" est une adaptation d'un roman young adult d'une réussite visuelle indéniable et jamais avarde en action. Vu les derniers ersatz sans saveur que l'on s'est mangé dans ce sous-genre récemment, autant dire que cette production de Peter Jackson vaut le détour ! Et, tant pis, si, sur le fond, le film ne révolutionne rien car, à l'écran, c'est un grand spectacle permanent. "
2.5," Attention, cet avis contient des spoilers tels que :  spoiler:  le film comporte une fin. Oui oui, un dénouement, un vrai ! Pas comme ces sagas qui s'étendent et se vautrent en 3 parties . Oh la vache, un nouveau film de Peter Jackson ! Je vais me faire pipi dessus je crois...ah non : produit par le réalisateur du seigneur des anneaux...bon, je vais me retenir un peu en fait...et tiré d'un bouquin pour vieux ados....hum, jeunes adultes. Les choses se gâtent. L'univers de Mortal Engines tourne autour de la récup' et du recyclage. Le film aussi. On trouve donc des accessoires sortis de Mad Max, des décors Final Fantasyesques, des personnages inspirés de Matrix ou de Judge Dredd) des situations copiées...pardon, inspirées de Star Wars ou du Seigneur des Anneaux. Soit un méga patchwork. Pourtant, ça tient. L'univers établit une certaine cohérence. De toute façon, vous n'aurez pas le temps de vous poser la question. Comme dans toutes les sages pour...jeunes adultes donc, les personnages sont toujours en train de fuir ou de partir à l'aventure. Plus embêtants, ces sagas produisent des héros sans relief : ils sont courageux malgré un passé traumatique (rien de trop grave hein, ça les rend juste un peu méfiants et solitaires mais ils sont gentils au fond).Soit un univers potentiellement riche montré à travers une intrigue relativement pauvre. Moyen quoi. "
2.0," J'ai même songé à baisser ma note d'une étoile tant mon ressenti est plus que mitigé. Côté positif, il n'y en a qu'un, mais pas des moindres : l'univers visuel. Sincèrement, c'en est parfois vraiment impressionnant, que ce soit dans les décors (naturels ou non), les couleurs, les fameux « engins », au point de peu ressentir le numérique, la très grande qualité des effets spéciaux, cherchant à en mettre plein la vue sans en faire trop, offrant un spectacle total, sachant brillamment se distinguer du tout-venant. Malheureusement, je crains que mes louanges ne s'arrêtent là. Car pour le reste, on n'est pas loin du néant. Alors j'entends qu'il n'est pas facile de renouveler ce genre de récits avec gentils, méchants, à base de destin exceptionnel et de sauvetage de l'humanité. Mais sincèrement, je n'en peux plus. Toujours la même histoire, toujours les mêmes enjeux, toujours les mêmes rebondissements, toujours les mêmes discours sur le courage, la défense de la liberté... Ras le bol. Assez vite, je me suis quelque peu désintéressé d'un scénario qui, pourtant, promettait des aspects intéressants dans ses premières minutes, mais quelle inconsistance... Juste une vague introduction d'à peine une minute pour nous expliquer comment la Terre en est arrivée là, sans réelle contextualisation ou envie d'explorer, d'approfondir cet univers pourtant au fort potentiel. C'est du vu, revu et rerevu, d'une rare pauvreté dans les dialogues et les personnages. Ces derniers sont inexistants, qui plus est interprétés par des comédiens insipides, le duo Hera Hilmar - Robert Sheehan en tête. Même le méchant (Hugo Weaving, pas mal, sans plus), qu'on essaie de rendre un peu complexe, est loin de l'être. La seule à tirer légèrement son épingle du jeu, c'est la jolie Leila George, hélas, elle aussi, grandement sacrifiée. Au final, on n'en saura pas beaucoup plus sur ces tractions, les centaines d'années s'étant écoulées depuis, cette société en guerre et profondément divisée... Et de me rendre compte que l'on pouvait réaliser les prouesses visuelles les plus folles, s'il n'y a rien autour, on les appréciera à peine. De tels moyens et qualités pour un résultat aussi peu excitant, c'est bien triste. "
1.0," Bon OK, je le reconnais : le titre annonçait un petit peu le désastre. Mais bon, en cette fin d’année désespérément atone, reconnaissons tout de même à ce film le mérite d’avoir un pitch plein de promesses. Quand même ! Un monde post-apocalyptique. Des cités qui se déplacent. Un trip visuel annoncé par l’affiche qui semblait faire se percuter les univers du « Château ambulant » et de « Steamboy ». Tout cela annonçait de belles vertus qui manquent pas mal au cinéma d’aujourd’hui : la prise de risque et puis aussi ce machin auquel on avait recours parfois auparavant – Rah ! J’ai le nom sur le bout de la langue ! – de la créativité ! Voilà c’est ça ! Oui, moi je trouve que ce film avait l’air de tenter d’ouvrir une porte vers quelque-chose de créatif. Maladroitement certes (« Motel Engines » que ça s’appelle quand même… Non mais oh !), mais il avait l’air de le tenter malgré tout… Et puis je me suis posé devant ce film… Et là, effectivement, il ne m’a pas fallu longtemps pour comprendre que ça allait être mort de chez mort. Une minute, en gros. Oui, il ne m’a fallu qu’une seule minute pour que tous mes espoirs s’envolent. C’est bête, mais quand tu te rends compte que dès le premier champ - contrechamp il n’y a déjà aucun effort de fait ; que le réalisateur ne semble s’être posé aucune question sur la manière de construire les images qui vont présenter le lieu, le personnage principal et l’intrigue, là tu ne peux plus décemment y croire. Une vue subjective à la jumelle en guise de plan d’ouverture ? Sérieux ? On est au cinéma, dans un temple au service de l’immersion sonore et visuelle, et toi – Christian Rivers – tu proposes en guise d'ouverture un travelling pas très net sur un paysage numérique, et tout cela vu au travers d’un appareil dégueulasse ? C’est comme ça que tu veux que les spectateurs rentrent en contact avec ton univers ? Et ces contrechamps qui te posent ton personnage principal en plan poitrine et plein axe ? C'est une blague ? Eh mais c’est pas un portrait à poser sur une commode qu’on te demande de cadrer ! Essaye au moins d'amener ton personnage par un angle d'attaque ! Un regard ! Un objet singulier ! Une expression énigmatique ! Là on a juste une pauvre louloute filmée en plan poitrine qui baisse et redresse ses jumelles. C'est limite si on doit s'étonner du fait qu'il y ait une légère contre-plongée pour donner plus d'envergure au personnage ! Non mais oh ! Un personnage principal ça s'introduit mieux que ça ! Il faut que tu génères du mystère autour de lui ! Eh ! C’est pas parce que ton héroïne elle porte un foulard sur le nez que ça suffit pour la rendre énigmatique ! Sinon à ce tarif là un blocus lycéen ça deviendrait vite une partie live de « Myst » ! J’ai conscience qu’en disant cela on pourrait me reprocher d’ergoter sur des détails. Mais ces détails – justement – n’en sont pas. Quand un film t’envoie comme premier message « les possibilités narratives que me propose le cinéma je m’en fous, ce qui compte me concernant c’est de montrer au plus vite des grosses villes en CGI », pour moi ça te dit tout. Ça te dit que la seule ambition de « Mortal Engines » c’est simplement de faire ce que font tous les romans pour ados du moment : montrer des décors fantastiques et féeriques, le tout couplé à une microsociété aux allures elle-même fantastiques et féeriques (il faudra d’ailleurs m’expliquer pourquoi dans ces films, les castes sociales fermées semblent un élément constitutif de la féerie.) Manifestement, il n’y a pas d’autres ambitions que ça. Les scènes ne sont là que pour faire de la démonstration. Soit il s’agit d’une scène d’action pour explorer les entrailles de la bête et les différents lieux, soit il s’agit de longs dialogues qui sont là pour explorer les personnages ou bien les différentes strates sociales qui composent ces cités et leur extérieur. Ça reprend tellement mécaniquement les codes de la littérature adolescente que rien n'a de quoi surprendre le spectateur. Tous les clichés sont là, aussi bien dans les caractères, les physiques que les actions accomplies. Et franchement c’est vraiment très triste d’assister à ça parce que d’un autre côté il est malgré tout assez difficile de dire que ce film est l’incarnation totale de la « zéro créativité ». Pour le coup, « Mortal Engines » s’efforce de poser beaucoup de personnages, d’enjeux différents, voire même des courants de pensées. Il bâtit d’ailleurs ses mystères à résoudre sur beaucoup de niveaux, à la fois sur le passé des personnages, le passé lié aux Anciens, sur le plan secret mené par les dirigeants londoniens, ou bien encore sur l’état du monde en dehors des cités… Même chose d’ailleurs sur ces cités en elles-mêmes ! Elles regorgent de trésors visuels ! Difficile de dire qu’il n’y a pas de boulot créatif là-dedans ! Il y a tout un jeu entre le steampunk, l’imagerie d’Epinal et le mécano qui est assez poussé et qui aurait justement mérité une bien meilleure mise en valeur que ces va-et-vient nauséeux avec lesquels on nous montre tellement de choses en si peu de temps qu'il est impossible de s'attarder sur quoi que ce soit. Cette absence totale d’ambition (et de talent) cinématographique fait que ce film n’exploite jamais ses points forts. Au lieu de ça, il se noie dans des conventions visuelles, narratives et sonores (Oh par tous les dieux la musique quelle horreur !) qui transforment ce plat doté de quelques bons ingrédients en grosse gélatine ultra sucrée et absolument écœurante. Vous l’aurez donc compris, je trouve que ce film est un véritable flop. Mais si j’ai passé autant de temps à vous expliquer pourquoi je le perçois ainsi c’est tout de même pour mettre le doigt sur ce qu’il y a de plus frustrant dans toute cette histoire. Il y avait dans ce « Mortal Engines » de quoi faire une œuvre vraiment créative et enivrante. Mais s’il échoue à parvenir à ses fins, c’est juste parce que le plan de production a été de tout miser sur ce qui rassure (plein d’effets visuels partout et une structure narrative standard) plutôt que de miser sur ce qui fait rêver (une réalisation qui sait jouer de la grammaire cinématographique pour faire en sorte que le spectateur soit pris par quelque-chose qui aille au-delà de la simple accumulation d’images et du sons). Un simple changement de philosophie nous aurait permis d’avoir un film qui coûte moins cher et qui soit davantage audacieux. Bref un film qui aurait été vraiment créatif pour le coup… Mais bon, à croire que de nos jours, ce genre d’audace, c’est un coût que plus grand monde n’est prêt à prendre. Triste tout ça… Bon après, ce n’est que mon point de vue. Donc si vous n’êtes pas d’accord et que vous voulez qu’on en discute, n’hésitez pas et venez me retrouver sur lhommegrenouille.over-blog.com. Parce que le débat, moi j’aime ça… ;-) "
0.5," Aucune cohérence, ni originalité, dans cet univers SF, à effets spéciaux quincaille. Pas de scénario se tenant. Pas d'acteurs sachant jouer. Si les ""moteurs"" sont promis ""mortels""... l'ennui abyssal et mortel, lui, est d'emblée au rendez-vous. ""Mortal Engines"" : à fuir ! "
2.0," On se mange tous les clichés du genre avec une relation amoureuse cahier des charges et des situations prévisibles à n’en plus finir. Et quand on ne s’amuse pas à faire un bingo avec des scènes et des dialogues vus et entendus mille fois, on s’arrache les cheveux sur la débilité de certains twists (qui pompent beaucoup sur Star Wars). "
4.0," Choisissez une grande salle au son exceptionnel, et si vous aimez les basses fréquences, les grosses images, le Grand Éléphant des Machines de l’île à Nantes, l’araignée de Cédric Villani et le futur antérieur (c’est-à-dire si vous aimez le genre steampunk), alors vous adorerez Mortal Engines. Unique en son genre. Essayez de voir ce film en VO, surtout ceux qui ne comprennent pas l’anglais. En effet, l’histoire est aussi médiocre que son titre (mais c’est le titre du livre dont c’est tiré), et l’on se demande comment on peut imaginer une fiction aussi lourdingue –ce qui n’empêche pas de parler de physique quantique à tout moment. On rappelle que ça se passe « dans un monde post-apocalyptique de cités motorisées et montées sur roues qui s'entre-dévorent ». Mais Peter Jackson (Le Seigneur des Anneaux) est derrière tout cela, donc ça attirait. Et avec raison. Il y a aussi une brochette de bons acteurs. Ils pourraient faire plus qu’on ne leur dit de faire, mais ce n’est pas leur faute si le scénario est infantile. Hugo Weaving (on ne compte plus les blockbusters où il apparaît depuis Priscilla, Matrix, le Seigneur des anneaux) est égal à lui-même et l’on ne déteste pas. Il y a deux acteurs irlandais qui méritent d’être appréciés : Robert Sheehan a quelque chose d’unique et de fascinant qu’il faut découvrir ou redécouvrir (c’est celui qui a le pouvoir d’immortalité dans la série des Misfits) ; Ronan Raftery a autre chose de fort à incarner, mais il disparaît de l’histoire, on ne sait pas pourquoi. Il y a enfin un Shrike, sorte de Terminator, ou plutôt son contraire, qui serait joué (!) par Stephen Lang (l’abruti de colonel dans Avatar), qui a un caractère d’acier, mais aussi un moral d’acier. Chose étrange dans ce film juste hallucinant, c’est l’émotion qu’il finit par faire surgir. "
1.5," Ce film m'a mis le bourdon ! On est un millénaire après notre ère.  spoiler:  Notre civilisation a été détruite, nos villes, notre technologie et ce, par une arme de destruction appelée Medusa...  La planète Terre n'est plus que désolation, les villes sont devenues mobiles et se déclarent toutes la guerre. Je ne sais pas vous, mais le pessimisme environnemental omniprésent ne m'a pas aidé à apprécier ce film, car je l'ai tristement trouvé plausible, dans le sens où notre merveilleuse planète est détruite, consommée et consumée par l'être humain (à l'heure actuelle). Et ce film n'est - selon moi - qu'une représentation de ce que l'Homme inflige à notre planète. Bon, sortons maintenant des métaphores pour parler du film. C'est trop ! Le scénario est prévisbile, le personnage fantastique qui élève Esther Show n'a rien à faire ici, c'est totalement inutile. J spoiler:  'ai adoré (cynisme) le petit clin d'oeil (volontaire ou pas, je n'en sais rien) aux USA qui sauvent toujours le monde de la catastrophe ; cette fois-ci représenté par les initiales U.S.A sur la clé USB qui - une fois insérée - forme le mot MEDUSA.  Mais franchement, je me suis ennuyée, j'avais envie que le sommeil m'emporte pour que le temps passe plus vite. "
1.5," Un film d'aventure pour adolescent avec tous les codes du genres sans exception. Un scénario d'une banalité ennuyante emballé dans un concept qui peine à trouver sa raison d'être. Au final, pas grand chose d'intéressant à regarder sinon de belles images. Mais ca ne suffit pas. "
