Note,Commentaire
4.0," Un divertissement en famille à voir et à revoir. Un film comme "" Bienvenue chez ch'tis"". "
2.5," j'ai été surprise je m'attendais à une comédie beaucoup plus bête étant donné la bande annonce.un film qui se laisse regarder une bonne dose d'humour, des acteurs justestout y est démesuré les accents, les coiffures, les costumes, la déco l'effet kitch est vouluune petite dose de morale à la finje m'attendais à une apparition de stéphanie cela aurait été la cerise sur le gâteaumais non "
0.5," Partant d'un pitch évoquant ""La vie est un long fleuve tranquille"" et ""Bienvenue chez les ch'tis"", Olivier Baroux se vautre dans une comédie franchouillarde de mauvais goût, plus populiste que populaire, où aucune lourdeur ni aucune facilité scénaristique ne seront épargné au spectateur.Le casting ""prestigieux"" n'a aucun intérêt dès lors qu'il s'agit d'incarner les stéréotypes les plus éculés. D'ailleurs Baroux donne l'impression de mépriser ces ploucs qui sont pourtant les rares adultes susceptibles de s'intéresser à ce nanar.Pour bien situer Les Tuche, disons qu'à côté Fabien Onteniente est un esthète et un apôtre du bon goût... "
4.0," Je viens de voir Les Tuche et honnêtement, c'est une excellente surprise! L'humour est, bien que certains prétendent le contraire, tout sauf lourd. Je suis d'accord que parfois, c'est un peu moins fin, mais il reste tout de même d'un très bon niveau. La première chose qui saute aux yeux lorsque l'on visionne ce film pour la première fois, c'est la prouesse que réalise Rouve en interprétant son rôle à merveille et en le faisant prendre vie tout en lui offrant une crédibilité qu'il n'aurait sans doute pas eu sans lui. Puis, après avoir fait le tour de la famille et du proprio, on se concentre sur le scénario. Il trouve sa place dans le cinéma français en apportant un peu d'originalité au thème mais ne parvient pas trop à se démarquer du reste des comédies populaires, tels Bienvenue Chez les Ch'tis ou Intouchables. Certes, l'idée de base est originale mais la fin me parait un poil trop simple, mais bon, ce n'est qu'un maigre détail gommé par la qualité dont le film est gorgé. Certaines références au cinéma et à la chanson sont les bienvenues. C'est donc un film drôle, recommandable et qui par dessus tout nous fait passer un excellent moment, en famille comme seul chez soi. "
1.0," Le cinéma français n'en finit plus de mettre en avant les beaufs, après Disco (2008), Camping 1 & 2 (2006/2010) et plus récemment La Croisière (2011), cette fois-ci et pour son quatrième long-métrage, c'est au tour d'Olivier Baroux (le ""O""du célèbre tandem humoristique ""Kad & O"") de s'y atteler et de nous dresser des portraits de personnages haut en couleur, avec coupes mulet, vêtements ringards, accent à couper au couteau et bien d'autres encore. Les Tuche (2011) est en fin de compte une comédie très banale, au scénario à la fois insipide et rachitique et dont la simplicité de l'intrigue, le côté bon enfant et l'avalanche de bons sentiments ne feront que renforcer le déplaisir ressentit devant cette comédie où le rire se fait constamment attendre (passez le choc des cultures entre d'un côté les beaufs pauvres et d'un autres les Monégasques bourgeois coincés, il n'y a pas grand chose à se mettre sous la dent). Heureusement que les acteurs s'en sortent pas trop mal (principalement Jean-Paul Rouve, Isabelle Nanty et quelques seconds rôles), sans cela, le film aurait été un vrai calvaire. "
3.0," "" les tuche "" sympathique comédie de Olivier Baroux . C'est l'histoire de la famille tuche une famille pas vraiment comme les autres composer du père ( Jean Paul Rouve ) , de la mère ( Isabelle Nanty ) , de la grand mère ( claire Nadeau ) et des trois enfants qui vivent à Bouzzolles un patelin paumer . La famille n'a qu'une devise "" l'homme n'est pas fait pour travailler "" . Toute la famille vit alors du chômage et du système D . Les tuche sont pauvre mais heureux . Jusqu'au jour où il gagne plus de 100 millions d'euros à "" l'Euroloterie "" . Il décide alors de changer de vie à Monaco . Ils vont alors tenter de s'intégrer et de se faire accepter dans le milieu riche de Monaco . Mais pas facile de changer ses habitudes quand on est un tuche qui a toujour été pauvre ... "" Les tuche "" est une sympathique comédie signé Olivier Baroux l'ex membre du duo de comique kad et Olivier reconvertit réalisateur depuis plusieurs années . L'histoire est très sympathique et originale avec une famille de beaufs pauvre qui va devenir archimilliardaire du jour au lendemain . Ils vont tenter de s'intégrer dans le milieu riche de Monaco mais ce ne sera pas facile pour eux de changer leurs habitudes . Ce choc des cultures va donner lieu à des moments drôle  spoiler:  ( la fille qui se fait livrer son thaiti douche à l'hôtel , la mère qui étend son linge sur le balcon de l'hôtel de luxe , la famille qui se monte une baraque à frire dans le jardin de leur nouvelle villa ou un photomaton dans leur salon , le père qui conduit une voiture de sport à deux à l'heure ... )  et des répliques amusantes dont certaines sont déjà culte ( "" des frites , des frites , des frites "" ) . Bon le film n'est pas la comédie du siècle , on ne rit pas aux éclats , le film contient quelques baisses de régime par moment avec des moments moins drôles et je pense qu'on aurait pu exploiter un peu plus ce choc des cultures mais on passe tout de même un moment très sympa avec cette sympathique famille qui s'en donnent à cœur joie . L'action où se déroule le film ( Monaco ) est dépaysant et nous donnerait envie d'y partir en vacance . Le film est porter par un sympathique casting avec entre autre Jean Paul Rouve et Isabelle Nanty très bon et drôle dans les rôles des parents de cette famille pas comme les autres . Jean Paul Rouve est drôle dans le rôle de ce père de famille qui n'aiment pas travailler qui vit du système D et dont le seul intérêt est le foot . Il est drôle avec son look mi-pauvre mi-beauf avec sa coiffure et son accent pas possible . Idem pour isabelle Nanty irrésistible dans le rôle de la mère de famille qui adhère au même idées que son mari . Sans oublier Claire Nadeau dans le rôle de la grand mère . Les acteurs qui jouent leurs trois enfants sont également très bon dans leurs rôles . on s'attache très vite à la famille tuche . Le film contient également de sympathiques seconds rôles qui vont côtoyer la famille tuche à Monaco dont Guy Lecluse qui joue le directeur de la nouvelle école privé des enfants tuche à Monaco ou encore Jérôme Commandeur qui joue le propriétaire d'un club privé de Monaco que la famille tuche va cottoyé . Le film rencontra un joli petit succès à sa sortie en salle en 2011 ( 1,5 millions d'entrées ) mais c'est surtout sa diffusion à la télévision quelques années plus tard ( près de 9 millions de téléspectateurs) qui va rendre le film très populaire . Ce qui poussera Olivier Barroux à lancer un second volet en 2016 ( les tuches 2 , le rêve américain ) et un 3e épisode en 2018 ( les tuche 3 ) . "" les tuche "" est une sympathique comédie qui n'a pas d'autre prétention que de nous faire passer un bon moment sans prise de tête . Je croit que de ce côté la c'est réussit . Et c'est bien la le principal . "
2.0," Mouais, je ne savais pas quoi voir en arrivant au cinéma, n'ayant pas mes lunettes 3D pour aller voir Cars II, j'ai opté pour un film commençant le plus vite et qui pouvait éventuellement me plaire, aimant assez Jean Paul Rouve. Le film en fait souffre de la même chose que presque toutes les comédies, il y a des bonnes idées : Monaco qui sombre dans la beauferie la plus fine, se transformant en camping, c'est réjouissant comme pitch, Rouve nous refaisant un accent que je n'avais plus entendu depuis les Robin des Bois. Alors il y a quelques phrases/scènes qui font mouche, mais pitié quoi l'histoire merde, pourquoi ça tombe dans le culcul à chaque fois, arrêtez de vouloir émouvoir les gens et assumez de faire une comédie bien lourde, bien grasse sur les beaufs et le plaisir qu'ont les gens à agir et devenir des beaufs ! Quel est l'intérêt de voir des gens pleurer pour une intrigue familiale dont on se fout ! On devrait interdire les scénarii dans les comédies, pour se concentrer sur le gag, parce que là c'est plus possible. On s'en fout de l'histoire, on veut rire !Parce que voir Nanty dire du ""mousseux"" pour un champagne hors de prix c'est drôle ! Voir Nanty apporter sa serviette dans un club très chic c'est drôle, mais il faut assumer ses personnages, être méchant avec eux, au lieu de leur donner un gros coeur, pour qu'on s'attache à cette bande de beaufs dégénérés. Je pense que le cinéma n'a pas encore compris que de tel personnage il faut les faire vivre les pires atrocités et qu'eux ils fassent vivre les pires atrocités aux bourgeois péteux ! Et pas faire une pseudo intrigue pas du tout drôle sur la finance.En tous cas c'est vraiment dommage, parce que quelques moments sont biens trouvés. "
0.5," Eh bien voilà, je ne m'attendais à rien avant de voir un bon film, ni un film intelligent, ni même un film marrant . J'ai été servi, il n'y a rien à retenir dans ce film si ce n'est le scénario rachitique et épuré, les gags lourds, les personnages stéréotypés et complètement à côté de la plaque (si au moins, les personnages nordistes parlaient au moins ch'ti plutôt que leur accent complètement débile). On s'ennuie ferme, on ne rigole pas même la débilité du film ne fait pas rire. Olivier Baroux n'est rien d'autre qu'un pseudo-réalisateur qui n'a strictement rien fait de bien dans ce domaine, et qui ne fera certainement jamais rien. Bref, passez votre chemin car ce film incarne parfaitement la beaufitude de la comédie française. "
0.5," Une bouillie de film, caricature sociale où les chômeurs sont des beaufs fans de foot ou de Paris Hilton.Cela pourrait être assumé et politiquement incorrect, il n'en est rien, c'est juste à mourir d'ennui...Que dire du jeu des acteurs, de Nanty qui ne sort pas une réplique drôle à Rouve qui mélange les séquences sans accent, avec accent chtis, Québecois etc... Ridicule !!PS: Tous les matchs de foot se jouent contre Nice à Monaco ? "
0.5," Du ""cinéma populiste"" pour les gros baufs, qui montre des gentils ploucs campagnards avec un cœur gros comme ça, qui vont vouloir s'intégrer à Monaco et vont finir par résoudre les problèmes de leurs nouveaux voisins, tout en se rendant compte qu'il ne faut pas renier ses origines. Merveilleux, tout y est, les clichés monstrueux sur la compagne ou la ville, en passant par le chômage, jusqu'à la critique sociale à deux balles, sur fond de lutte des classes où les baufs vont s'avérer ne pas être si con que ça, et vont s’apercevoir qu'il faut rester soit même, que l'on soit riche ou pauvre ! En voilà du message profond !Chaque personne porte bien tous les clichés de notre époque, du M. Tuche fan de foot comme tous les cons (c'est le message du film hein, pas ce que je pense), à l'ado fan de Paris Hilton. Mais, à la limite, ce fond pourrait passer si on riait un peu. Tout se passe comme si chaque acteur s'était donné le mot pour être le plus nul possible. Isabelle Nanty ne prononce pas une seule phrase drôle et joue comme ses pieds, c'est affligeant. Bien, bien, mais alors bien mauvais. "
