Note,Commentaire
0.5," Un calvaire absolu pour tout cinéphile. Qu’il soit parent accompagnateur, et/ou simple fan de la saga. La décadence des deux derniers produits Star Wars se poursuit avec ce tout dernier opus. Sauf qu’on se demande cette fois-ci, à quelle profondeur J.J. Abrams va t’il s’arrêter de sombrer. D'abord, le scénario. Totalement inepte, car truffé d’invraisemblances tant au niveau des unités de temps que de l’espace dramatique. Si le dénommé Ren peut tout voir, tout faire, et aller partout, pourquoi envoie t'il se battre, prendre ou chercher à sa place ? L’usage de la Force est très maladroit, notamment lors du combat final avec le Méchant. La réapparition fortuite d’un des gentils est une atteinte à l’intelligence du public, et les atermoiements des deux principaux protagonistes sont si fréquents, et si peu vraisemblables, que plus rien dans l’intrigue ne peut sembler crédible. Surtout que ce scénario, cousu de fil blanc, et fuyant de partout, repose sur une énorme incongruité: la nécessité de trouver le deuxième et dernier exemplaire d’un formidable objet. Or le spectateur se rend compte accessoirement que non seulement il en existe un troisième exemplaire, et que les dits objets n’étaient finalement pas si importants que ça. Quand aux scènes d’action, aucune ne peut vraiment racheter l’ensemble. Au sol, les bastons au laser, sont peu spectaculaires. Et dans l’espace, les batailles, sont non seulement très banales, mais complètement loufoques, avec des gentils qui courent, avec force roulades et galipettes, sur des vaisseaux, en plein cosmos, sans avoir besoin de l’équipement respiratoire, que portent les méchants. Les dialogues sont d’une banalité affligeante, et les scènes de joute oratoire supposées apporter de l’humour, tombent fréquemment à plat. Non franchement, si Abrams et son équipe, voulaient dégoûter mêmes les plus inconditionnels des fans de la Saga, ils ne s’y seraient pas pris autrement. "
1.0," Pour bien comprendre cet épisode 9, il faut d'abord se familiariser avec le concept du TGCM. Le TGCM est un terme propre au monde du jeu de rôle et apparu fin des années 70, début 80 et signifie : Ta Gueule C'est Magique. C'était l'expression à sortir lors d'une situation pas logique ou un peu trop grosse.Si vous comprenez ça, vous comprendrez Rise of Skywalker.Ah, encore une chose, je vais spoiler, évidement.Cet épisode 9 conclue donc l'arc commencé tièdement par le 7, déjà réalisé par le camarade JJ.Abrams, et massacré lors du 8 par le sinitre Ryan Johnson, qui avait réussi l'exploit fabuleux de mettre l'histoire dans une impasse scénaristique, en fermant toutes les options ouvertes par le 7. spoiler:  Le film s'ouvre donc sur l’immanquable bandeau déroulant résumant la situation. Et dès la seconde phrase, JJ. nous annonce le retour de Palpatine … Ceux qui avaient vu les teaser s'en doutaient, mais on attendait tout de même une scène, même courte. Voilà qui résume pleinement l'un des principaux défauts de cet épisode : il n'y a pas la temps. Le film n'a pas le temps de vous expliquer quoi que ce soit. Il va tout vous poser sur les genoux à un rythme étourdissant, à la façon des prestidigitateurs, plus ça va vite, moins vous avez le temps de voir et de bien comprendre ce qui se passe. Après ce résume nous avons donc 5 à 10 minutes menées à un rythme frénétique, presque épileptique. Passage qui enfonce bien le clou : le film n'est décidément pas là pour expliquer quoi que ce soit. On enchaîne donc avec deux heures d'incohérences et de Deus Ex Machina tous plus gros les uns que les autres. En vrac comme ça : - Comment Palpatine a-t-il survécu à sa chute dans l'Etoile Noire ? TGCM - Qui l'a récupéré pour le soigner, sachant que les Sith ne sont que deux, le maître et l'élève et qu'ils ne font confiance à personne ? TGCM - D'où sort cette armada titanesque (ainsi que le personnel, un Star Destroyer ça ne se pilote pas avec trois tondus …), au final plus efficace que l'Etoile de la Mort sus-mentionnée ? TGCM - Un super plan caché dans la garde d'une dague Sith qui montre l'emplacement exact du second cube, à condition de l'aligner bien comme il faut avec le débris de l'Etoile de la Mort, subtilement écrasée de façon à ce que ce soit faisable depuis la plage ? TGCM - Une armada rebelle sortie de nulle part alors qu'en fin d'épisode 8 il restait maximum 25 personnes à bord du Faucon ? TGCM (enfin presque, là on nous explique que le Nouvel Ordre est trop fort, il lui a suffit de dire que les rebelles étaient seuls pour qu'ils s'en convainquent eux-même et ne se réunissent pas …) - Un Palpatine qui a trouvé le temps de faire un enfant ? Vu l'âge de Rey et de ses parents lors des flashbacks, c'est au mieux au moment où il se fait défigurer par Mace Windu. Bref, TGCM. - Une « dyade » de la Force ? TGCM. C'est même tellement magique qu'ils parviennent à se passer des objets à distance, rien que ça. - En parlant de l'armada gigantesque de Star Destroyers, comme les rebelles ne sont pas très nombreux, si ils leur faisaient le coup de l'amiral Holdo dans le 8 ? Et là ce n'est même pas une blague, c'est un dialogue du film !!! « Et si on leur faisait une Holdo ? » « Non, ça ne marchera pas. » Ah bon. Johnson a tellement chié sur les plates-bandes de JJ Abrams que même ça ça ne fonctionne plus. - Puisqu'on aborde les personnages … Rose ? Ne sert strictement à rien. Elle a peut-être 4 lignes de dialogue, toutes plus vides et insipides les unes que les autres. Finn ? Il s'est transformé en touriste, traversant les deux heures de film en faisant du rien, mais alors strictement rien de rien. Lando Calrissian … L'acteur transpire la motivation d'une puissance incroyable. Luke revient rapidement, pour attraper au vol son sabre que Ray se préparait à détruire. « L'arme d'un Jedi mérite plus de respect. » Hé hop, encore une petite vanne à l'intention de Johson. Leïa … Aaaaahhhh Leïa. Leïa que Johnson avait doté de la Force dans l'épisode précédent, sans jamais que ce soit montré, annoncé, discuté, rien de rien. Abrams et son rouleau de scotch magique de la marque TGCM passe par là et nous sort un magnifique flashback dans lequel Luke entraîne Leïa au maniement du sabre-laser. Hé oui, Leïa a un sabre. Bref, ça dure environ 30 secondes. Et voilà comment on colmate Leïa Poppins, probablement la scène la plus pathétique de l'épisode précédent. Hux disparaît en une seconde. D'ailleurs si quelqu'un a compris comment le méchant amiral a compris qu'il était un agent double je suis preneur … - Nous arrivons ensuite à Palpatine, qui fait donc du rien depuis 30 ou 40 ans. Il a donc survécu à sa chute dans l'Etoile de la Mort, après tout, Solo nous a bien ressuscité Darth Maul qui s'était seulement fait couper en deux au niveau de l'abdomen. Je sais que c'est un alien mais je suis à peu près sûr que même chez les Zabraks on ne se relève pas d'un coup pareil. Bref, TGCM. Donc si on reprend, on a donc Palpatine, sur la planète Exegol entouré de milliers de types encapuchonnés (mais qui sont ces types ??? TGCM) qui « fabrique » de toute pièces … quoi au juste ? Un clone ? Une marionnette ? TGCM. Bref il fabrique Snoke pour fonder le Premier Ordre sur les ruines de l'Empire. Attend voir là … Ca sert à quoi au juste ? Le mec a survécu, il est toujours monstrueusement balaise, il a des milliers de types qui le suivent dans son trip, pourquoi il ne remonte pas lui-même sur le trône impérial ? « Coucou c'est moi, je me suis pris un vilain gadin, j'ai eu 15 jours d'arrêt maladie mais ça va mieux, me revoici. » A quoi sert tout le plan avec Snoke au juste ?? Certains me diront : ben pour ne pas se refaire courir après par Luke. Ben non, si Luke avait eu a coeur de défoncer du dictateur spatial il l'aurait fait, que ce soit Snoke ou Palpatine.  Bref, je ne vais pas non plus faire une liste exhaustive de tout ce qui ne va pas dans le film, il y a de quoi faire encore quelques pages sans se fatiguer.Pour résumer : cette trilogie a était faite à la va-comme-je-te-pousse, sans scénario global, avec des réalisateurs qui se succèdent et à qui on a donné carte blanche, avec pour résultat l'épisode 8. Et enfin le retour du réal de départ qui tente tant bien que mal de raccommoder le tout en à poil plus de deux heures. Et bien évidement, ça ne fonctionne pas.Allez, un point positif tout de même : le calvaire est terminé, on en parle plus. Il reste la pire chose qu'on puisse dire sur un film, quelle que soit la licence : je n'ai même pas envie de le revoir. "
0.5," Merci Disney pour cet enterrement de première classe. Vous avez transformé l’épopée galactique de George Lucas en jeu vidéo où quelques aventuriers à la petite semaine partent à la recherche d’une relique qui doit leur permettre de retrouver leur ennemi. Tout ça avec quelques traces d’un humour malvenu, puéril et plutôt pitoyable, lancées à la volée par des acteurs clonés comme les soldats de l’armée Sith. On est loin de la trame universelle et fondatrice de l’œuvre de Lucas. Je crois que là, on a bien essoré notre patience et notre porte-monnaie. Et si on passait enfin à autre chose ?  "
0.5," Pour faire court : ce Star Wars 9 est incohérent au possible, c'est mal filmé, ça bouge dans tout les sens de façon pathétique, et ce n'est qu'une succession de ""deus ex machina"".Une trilogie à oublier ! "
0.5," Affligeant, consternant, interminable, Disney bat tous les records de nullité avec ce dernier opus indigne de la Saga. J'ai été un enfant de Star Wars depuis les tous débuts et je ressors de ce film triste et mélancolique tellement cet ultime épisode m'a déçu: aucun scénario, aucun dialogue, aucun humour, une scène de combat ultime sans saveur, une fin indigne. A oublier et SURTOUT pas de spin-off, pas d'ultime nouvel épisode sinon Georges Lucas va se retourner dans sa tombe... Mais non il n'est pas encore mort, le pauvre!!! "
0.5," Film fade et sans intérêt, qui sonne creux comme les deux précédents opus (et en fait comme beaucoup de blockbusters de ces dernières années). J’exagérerais un peu si je disais qu'on s'endort devant ce film étant donné le bruit, la musique assourdissante et les explosions diverses et variées empêchant de tomber dans les bras de Morphée, mais ce film, ennuyeux, ne m'a pas fait ressentir grand chose... "
0.5," On va pas faire de long discours, ce film est nul, il fait honte à Star Wars, plus encore que le 7 et le 8, j'ai mal à mon Star Wars "
0.5," Lorsque Georges Lucas a vendu la franchise Star Wars à Disney, le monde entier hurlait alors au scandale...et il ne s'est pas trompé. Un vrai gâchis ! Comment ruiner en une seule trilogie l'accomplissement scénaristique de plusieurs décennies ? Et bien, confiez les commandes du vol 747 à 2 commerciaux et l'avion disparaît des écrans radars. Ce dernier opus a fait soupirer de résignation, des millions de fans, ce qui n'aidera pas la couche d'ozone à se résorber. Bref, ce n'est pas un film mais une succession d'images stroboscopiques destinées seulement à émouvoir les personnes épileptiques. "
0.5," Les seuls mots qui me viennent à l'esprit sont ""hold-up"". Après ce 3ème ""nouveaux Stars wars"", j'ai l'impression que Disney m'a volé tout l'intérêt que je portais pour cet univers. En 3 films, rien ne m'a surpris... Et que dire de ce dernier épisode !Du réchauffé à toutes les sauces, des incohérences à tout va, en bref ce dernier Star wars est tel un fan film bourré de nostalgie avec un budget en effet spéciaux à plusieurs centaines de millions de dollars. Peut-être faudrait-il garder un peu de budget pour travailler le scénario... Mon conseil si vous ne vous attendez à pas grand chose mais garder espoir que cette épisode sera un beau final pour Star wars, n'allez pas le voir. De ce fait vous éviterez d'être déçu....sauf si vous n'y allez que pour les effets spéciaux, là vous seriez aux anges ! "
1.5," Le film veut donner l’impression d’avoir un fond. Or, ce n’est pas le cas. C’est de la poudre aux yeux. On voit plein de lieux, lieux qui ne sont pas développés (là c’est la faute du 8 qui ne fait rien) auxquels on ne peut s’attacher. Les différents personnages présentés (daft punk girl, le nain craqueur, le petit robot) sont des personnages « tiroirs » : Ils ne sont pas réellement développés. Sur Snoke : On était déjà déçu dans le 8, mais là on atteint l’indécence. Snoke est en réalité un clone. Un clone ! Plusieurs Snoke dans des vases… et ça on le voit dans les cinq premières minutes du film. Une des rares innovations du 7 qu’était cette figure « menaçante » de Snoke (hologramme qui donne l’impression que c’est un géant) est annihilée. Si l’on avait appris qu’il était un véritable être vivant mais manipulé par l’esprit de l’empereur Palpatine cela aurait été cohérent. Décevant mais cohérent.Sur Palpatine et les 6ers films : Son retour est une facilité scénaristique. Certes, on se doute bien que la mort de Snoke dans l’horrible film de Rian Johnson provoque son retour mais quand même… son retour est une honte. « Les morts parlent. » sont les premiers mots du déroulant. Quelle fainéantise intellectuelle ! Il revient comme si de rien était. Il a donc survécu à sa chute de 500 mètres dans le retour du Jedi et se serait caché pendant plus de 30 ans ?! Pourquoi ? Pour faire son « dernier ordre ? C’est risible. Le fait qu’il ne soit pas mort [grâce à la technologie sith de clonage, évoquée par un troufion random de la résistance] dans le 6 est une insulte à la trilogie originale, à la prélogie et au personnage de Dark Vador qui finalement voit son but, sa construction ne servirent à rien. JJ Abrams a réussi à détruire les 6 premiers films. Anakin Skywalker « L’élu » qui « devait rétablir l’équilibre à travers de la force » n’a finalement rien fait. À la place c’est une Mary Sue sans charisme, qui dans un combat vide de sens et plat abat l’Empereur. Empereur qui quelques minutes plus tôt, grâce à ses nouveaux pouvoirs réussit à frapper à l’aide de sa foudre sith une flotte entière de vaisseaux située dans l’espace. Nous ne sommes pas dans Dragon Ball Z. Nous ne sommes pas dans le DC Universe. Dark Sidious n’est pas Sangoku. La force est dans ce nouveau Star Wars 9, absolument ruinée (c’était déjà le cas dans le 8). Qu’a t-il fait pour pouvoir voler les pouvoirs de ses adversaires ? Aurait-il apprit de nouveaux enseignements du côté obscur depuis l’épisode 6 ? Comment s’est-il constitué une flotte aussi monstrueuse ? Nous ne le savons pas. Des clones ? Des soutiens ? RAS. Rien est expliqué. Il peut également imiter des voix dans la tête. Bref, on a voulu le mettre dans ce film pour sauver les meubles. C’est raté. (en plus il révèle son plan à Rey alors que dans les épisodes 1,2,3 il arrive à duperl’ordre jedi tout entier)Sur le lien Rey – Palpatine : Rey est la petite-fille de l’empereur. On ne sait rien de l'enfant de Palpatine. Voici une nouvelle facilité scénaristique qui détruit le rôle de Vador dans le 6 puisque ""Mary Sue"" Ray bute Palpatine.Sur les SITHS : Le fait qu’ils soient centraux dans ce film est également une nouvelle incohérence absolument gigantesque. Dans les épisodes 7 et 8 les siths ne sont absolument pas mentionnés. Et là d’un seul coup, on leur met planète d’origine avec un nouveau nom made in TERRE DU MILIEU : EXEGOL. Cette planète aux éclairs trop dark est située dans les régions inconnues (au tien ! Un nouveau vol dans l’univers legends) abrite la base de Palpatine et des milieux de vaisseaux trop cheatés… Sur la force : La force c’est désormais de la magie. Kylo Ren et Rey peuvent attraper des objets à travers l’espace et le temps et même s’affronter. C’est tellement abusé comme pouvoir… Ren et Rey qui arrêtent des vaisseaux… Hum… cette impression d’odeur nauséabonde… Yoda, Obi-Wan, Windu, Vador, Maul ou Dokou ne seraient que des faibles ? Certes il faut prendre en compte le 8 avec Luke qui se téléporte en hologramme mais là c’est le stade supérieur. Luke qui soulève OKLM des vaisseaux alors qu’il est un fantôme de force, c’est quel sort ça ? Voldemort et Harry Potter ne l’a jamais fait quel déception. Rey se transforme en Sakura/Tsunade puisqu’elle peut soigner des plaies causées par sabre laser elle est trop forte alors qu’elle a 1 an de formation (merdique auprès de Luke puis Leïa). Ne reparlons pas des éclaires de Palpatine qui font 1 000 kilomètres c’est déjà assez dur comme ça. Les 6ers films sont insultés, enterrés… Sur Rey : Ce personnage est une injure à la cohérence même du LORE, de l’univers Star Wars. Une Mary Sue, surpuissante dès le départ, inventée pour faire plaisir aux SJW est la pire chose qui pouvait arriver à Star Wars. Sa maîtrise de la force est telle dans les deux épisodes précédents qu’on veut nous faire croire qu’elle a besoin de s’entraîner. Elle cours et saute dans la forêt et éprouve des difficultés contre des droïdes d’entraînements basiques alors, que rappelons-le, dans l’épisode 7 elle met une raclée à Kylo Ren qui serait ultra-puissant… + 1 incohérence. Son absence de charisme est également visible. Elle aurait pu réussir tout toute seule. C’est donc elle qui tue Palpatine. Pas Vador ? D’accord. Son baiser avec Ben Solo ne sert absolument à rien, n’est pas logique (0 développement de marques d’affections n’est montré) : c’est là pour faire plaisir aux enfants. Les deux dernières scènes films dans lesquelles elle apparaît sont deux doigts d’honneurs à la face de Star Wars. Elle fait de la luge ! DE LA LUGE ! Après avoir tué Palpatine, le gars qui a propagé la partout partout pendant 50 ans ! Nouvelle scène qui n’a pas de sens. Enfin, le fait qu’elle prenne le nom de « SKYWALKER » est la plus grosse erreur que pouvait faire le film. Le message derrière est ridicule. Et encore, une fois, c’est vide de sens. Il était temps que les Star Wars sur les skywalker se termine. Le titre « l’ascension des Skywalker » est complètement stupide. Sur Leïa : Sa mort est ridicule comme celle de Luke d’ailleurs. On veut nous faire croire qu’elle est une puissante maître jedi alors qu’au final, on n’a rien vu de tel. Un pauvre flash-back de 20 secondes (qui fait plus fan-service qu’autre chose) et c’est tout. On voit que Rey l’appel maître. On là voit regarder Rey qui court. Son personnage est horrible dans le 7, dans le 8 et dans le 9. Triste fin pour un personnage qui à perdu sa substance. Son lien maternelle envers Kylo Ren est absolument pas développé : on sait juste qu’elle l’aime parce que c’est son fils. 0 scène, 0 anecdote sur eux. C’est juste son fils rien de plus. Sur Finn : Quel supplice de voir son évolution. De héro intéressant (ex-stormtrooper c’est une excellente idée) dans le 7, à comic-relief dans le 8, il est ici au second plan. Il ne fait rien. Rien d’utile du moins. Aucun acte de bravoure digne d’un « personnage principal de Star Wars », sa relation avec Rey est ridicule. C’est un PNJ. Il ne sert à rien, à part montrer un ex-stormtrooper qui court après la meuf dont il est amoureux. Quelle déchéance. Détails : • Que fout Rose sur un champ de bataille alors qu’elle est bricoleuse ou agent de surface dans le 8 ? C’est ridicule.  • On a voulu toute le long de la trilogie faire de Hux un personnage comique. Le résultat est navrant de malaise. • Les chevaliers de Ren sont des putains de PNJ dégueulassement nazes. Explosé en 2 minutes par Ben Solo blessé. 0 scène de combat avant ça. • Les alliés de la résistance sont tellement nombreux… pourquoi ne les avoir pas appelé avant ? • Le coup du « il y a un second vaisseau » pour expliquer pourquoi Chewbacca n’est pas mort c’est du foutage de gueule. "
