Note,Commentaire
2.5," « Les Tuche 3 » après un opus qui m’aura laissé un goût amer, est cette fois une pilule qui passe un tout petit peu mieux !Loin d’être une franche réussite, ces nouvelles aventures, finissent curieusement par apporter une légitimité à cette famille de bras cassés, à être simplement ce qu’elle est ou ce qu’elle représente, en terme d’image !C’est à dire, celle d’une équipe franchement limitée mais pas méchante et loin de tout préjugé, en tous cas complètement déplacée dans le contexte de l’Elysée, tant elle reste fidèle à elle-même et à ses habitudes, provoquant des situations tellement outrancières qu’elles relèvent malheureusement plus souvent du flop que du génie, et pour cause !Néanmoins, il se dégage de cette famille, une certaine bonhommie attendrissante qui s’installe de manière tellement évidente, malgré ces portraits presque trop caricaturaux qui leur collent à la peau... Si bien que les apparitions et réactions de ses différents membres sont souvent inattendues, et donc de temps à autre assez amusantes par leur côté incongru et franchement osé, au sein d’un haut protocole rompu aux principes... Car en effet, tous fonctionnent au sein de ce clan avec un genre de code gestuel et linguistique, que cette famille fusionnelle utilise au quart de tour, à la grande surprise d’un entourage très conventionnel qui les regardent à fortiori bouche bée. Maintenant, on a le droit de se lasser de ces pitreries à répétition qui finissent quand même par tourner en rond, et justement le bon sens très pratique de ces pieds-nickelés, aurait pu donner libre cours à des réformes radicales et drôles, pertinentes et justes, en décalage total avec notre société basé sur le capitalisme et le profit...Cette idée est donc à peine ébauchée, le scénario trop plat se contentant de mettre bout à bout gag sur gag, sans chercher à obtenir un vrai bouleversement dans ce gouvernement totalement bancal, si ce n’est cette grève un peu tardive !Certains personnages satellites sont justement à ce sujet sous exploités, comme ce Bichon désappointé, pour finalement tomber eux aussi dans une caricature grand-guignolesque pas nécessaire. Cependant Jean-Paul Rouve, bien moins vulgaire que la dernière fois, accompagné de sa chère épouse Isabelle Nanty, finalement pas si mal, évite le naufrage total dans cette ascension surprise, ceci suite aux déconvenues assez bien trouvées des autres candidats à la République !Ensemble, ils en deviennent ainsi une sorte d’institution loufoque et à prendre comme telle, mais attention, c’est vrai que l’overdose guette finalement quelque part...Une bonne piste cette fois proposée par Olivier Baroux, un peu trop gentillette, un peu facile, où l’humour corrosif avait pourtant toute sa place !On pense ainsi quelque part au film « Idiocratie », au mécanisme inversé, bien plus pertinent dans son fonctionnement...Mais c’est ici la saga des Tuche qui importe, et en définitive pourquoi pas si certains les apprécient comme ils sont ? "
1.0," Cette mascarade va-t-elle encore durer longtemps sérieusement ? D'une famille de beaufs très relativement amusante au départ, on se retrouve aujourd'hui dans les bas-fonds de la comédie française avec tout ce qui se fait de pire en la matière. Ce film est un supplice à regarder, ce doit être une des première fois que je ris par agacement, les nerfs ayant lâchés sans doute. L'humour pitoyable n'a de cesse d'empirer au fil des minutes et l'absurdité de l'ensemble est à l'opposé du terme ""finesse"". C'est d'une telle lourdeur que je me demande encore d'où vient le succès en salle de cette ""saga"" qui n'est pour ma part sauvée du désastre total que par la présence et l'implication de Jean Paul Rouve, en d'autres circonstances, son personnage pourrait être hilarant mais la débilité ambiante qui n'a d'égale que la pauvreté du script ne le mettent aucunement en valeur. En tout cas, bravo à Olivier Baroux qui continue de nous enfumer avec son art du vide et à faire perdurer cette honte cinématographique en s'appliquant de moins en moins à la rendre digeste, un exploit ! "
3.5," J’ai toujours beaucoup aimé les Tuche, parce que c’est simple. On rit et on passe un bon moment. Oui c’est bête, pour beaucoup de gens ce n’est pas drôle et on peut se poser la question : est ce que la comédie idiote, c’est du cinema? Je considère pas vraiment les Tuche comme du cinema, mais je prend énormément de plaisir à voir ces films pour me détendre. De plus, c’est le troisième volet. Le spectateur sait ce qu’il va voir. Ce volet est réservé à ceux qui aiment les Tuche.Et ce troisième volet est bon. Oui, c’est toujours aussi bête, ça fait toujours rire. On passe un bon moment mais y a des choses qui ne vont pas.On s’ennuie parfois. Certaines scènes sont inutiles, d’autres sont devenues lourdes et vulgaires et il s’est passé ce que j’imaginais de pire : ça se répète. On refait les mêmes blagues plusieurs fois et on répète les blagues et les répliques qui ont marché dans les deux premiers volets.Pour ce qui est des acteurs, Jean Paul Rouve et Isabelle Nanty sont toujours aussi bons. Pierre Lottin est plus drôle, Claire Nadeau est un peu lassante mais je suis déçu par Théo Fernandez qui est devenu plutôt lourd. Les Tuche 3 est bon, il est drôle (moins que les deux précédents), on passe un bon moment mais je m’avoue un peu déçu par rapport au deux premiers volets. "
3.5," Qu’on aime ou qu’on déteste, « Les Tuche » et encore plus sa suite ont été des cartons en salles qui ont marqué l’esprit de pas mal de monde au point que l’on emploie ce fameux patronyme dans le jargon de tous les jours. C’est tout à fait le type de comédie qui, dès lors qu’on laisse ses neurones aux vestiaires et qu’on est adepte d’humour gras et populaire, vous fait passer un bon moment souvent bêta mais jamais vulgaire. Le principal atout de cette seconde suite est d’éviter la redite tout comme le second épisode qui s’expatriait aux Etats-Unis. Olivier Baroux ne se repose pas sur ses acquis et change radicalement de contexte. Mais, avant de rentrer dans la salle, on a un peu peur. En effet, voilà que le scénario met la famille Tuche à l’Elysée. Il fallait oser ce postulat énorme et à vrai dire la première demi-heure fait un peu peur. Il faut se réhabituer à cette forme d’humour un peu lourde à la limite de l’absurde parfois mais jamais méchant et toujours bon enfant. Il arrive même parfois de se dire durant la projection qu’ils ne vont pas oser mais si et ça fonctionne la plupart du temps. On ne peut donc reprocher à cette saga d’aller au bout de ces idées originales et saugrenues.Le thème choisi pour « Les Tuche 3 », qui restera tout de même un niveau en dessous de l’immense partie de rigolade du précédent, est assumé en tous points. Le film dégomme certains travers de notre société de manière jouissive (ah le CAC 40 qui en prend pour son grade, l’arrivisme, …) tout en restant tout de même correct (on est dans la comédie calibrée prime time TF1 qui vise à ne pas égratigner son public). Mais il rend aussi ridicule tout le protocole diplomatique et présidentiel (la séquence avec Angela Merkel est déjà culte !). Il y a un nombre de gags et de répliques assez incroyables qui fonctionnent à plein régime pour qui goûte ce type de comédies qui peut paraître lourdingue pour certains et sans queue ni tête pour d’autres. Bien sûr, certains gags ou dialogues tombent parfois aussi à plat mais vu comment le long-métrage passe à une vitesse folle, ce n’est pas rédhibitoire.Il n’empêche ce troisième volet souffre de quelques scories notamment dans le traitement de certains personnages. Ici tout est fort recentré sur Cathy et Jeff Tuche toujours incarnés par Isabelle Nanty et Jean-Paul Rouve en forme olympique et qui prennent un plaisir malin à retrouver ces rôles. En revanche, c’est au détriment des enfants (surtout Coin-Coin) et de mamie Suze qui passent un peu à la trappe. On leur attribue à chacun un ou deux gags répétitifs comme si on ne savait plus quoi en faire. Et on a parfois la désagréable impression de célébrer un éloge de la bêtise pour qui n’a pas la clairvoyance ou le second degré nécessaire pour en rire intelligemment. Mais on ressort de là avec le sourire et l’impression d’avoir beaucoup rigolé durant une heure et demie. « Les Tuche 3 » détend dans tous les sens du terme à défaut d’être un sommet d’intelligence et c’est ce qu’on demande à ce type de comédies. A vous de voir, ce qui est sûr c’est que les fans des précédents adoreront sans souci !Plus de critiques sur ma page Facebook Ciné Ma Passion "
3.0," Je tiens à commencer ma critique en disant ceci : quand on va au cinéma pour voir ""Les Tuche"", depuis le 1er numéro il y a 8 ans, on sait exactement et précisément à quoi s'attendre comme style de film, comme histoire et comme ambiance..Il y a des personnes qui n'adhèrent pas à cette famille, à ce concept donc si on n'aime pas, mieux vaut s'abstenir d'aller voir pour ensuite venir dire du mal et dire que c'est nul.Pour ma part je suis partagée sur cette famille, ce concept.Je suis au milieu, ni je trouve que c'est atroce, ni je trouve que c'est génial.Il y a des situations sympathiques, drôles et d'autres situations mauvaises.Pour ce 3ème opus, et bien je trouve que l'idée du président de la république est originale et amène des scènes cocasses.En même temps, il y a des situations ridicules et navrantes.Comme dans toutes choses et notamment les films au cinéma, il y a toujours du bon et du mauvais. "
0.5," Quelle déception.. J'ai entendu tous ces journalistes Tv et radio qui nous en disait le plus grand bien... J'y suis allé, et j'ai perdu 1h30 de mon temps Mais pourquoi cette histoire sans queue ni tête malgré 2 ou 3 bons gags ? "
4.0," 4/5 - Les Tuche, on aime beaucoup ou on déteste. Je fais manifestement partie de la première catégorie.Avant-Première dans une salle bondée (jamais vu autant de monde depuis très très longtemps !), le troisième volet d'Olivier Baroux (de Kad et Olivier) est d'envergure : Pour obtenir l'arrêt du TGV à la gare de Bouzolles, Jeff Tuche n'a rien trouvé de mieux que d'être candidat... à la présidence de la République ! Ca ne vous rappelle rien, un comique inconnu du grand public qui vise l'Elysée? En cela, le troisième volet des aventures de la famille du Maire de Bouzolles prend une dimension toute politique, au point que Jean-Paul Rouve se sent obligé de s'expliquer sur cet aspect durant sa campagne de promotion du film !Le résultat est à mon sens meilleur que le deuxième volet, et tout simplement décapant ! Si on est client, on rit vraiment de bon cœur de cette farce populaire qui doit bien exaspérer l’intelligentsia germanopratine. ""Oh mon dieu, pas encore cette famille de beaufs ! mais les gens sont d'une vulgarité à aimer ce genre de comédies... Quand je pense qu'il fait 100 fois plus d'entrées que l'excellent film indépendant Laotien ""La rivière Nam-Ou"", cette fabuleuse fresque allégorique de l'ineffable difficulté existentialiste d'une famille moyenne du nord de Nong Khiaw qui n'est pas sans rappeler le 4ème film de Bergman, principalement dans sa vision manichéenne des relations préconjugales, tu vouaaas?""""Bah non, je vois pas, parce que je me suis endormi devant les 3/4 des films de Bergman, tu vouaaas? et ton commentaire m'inspire la même réaction. Tu veux pas aller loin loin loin, que je ne te vois plus? merci :) ""Bref, ça ne vole pas très haut, mais c'est un humour efficace pour peu qu'on y adhère. Et pour le coup, c'est également une critique au vitriol de la vie politique contemporaine. On y retrouve les grands classiques des Tuche, des frites de Cathy, aux syllogismes incompréhensibles de Jeff, en passant par la bêtise incommensurable de Wilfried, la touche bimbo-tâche de Stéphanie, le côté Senior-Punk de Mamie Suze et la note d'intelligence et subtilité de Donald. Tous les ingrédients sont réunis, et la mayonnaise monte de nouveau, mieux que dans le Tuche 2 à mon sens.A noter la révélation comique du film en la personne de Nicolas Maury (Hervé André-Jezak dans Dix pour cent), dont le talent est décidément indéniable. "
3.0," Après avoir remporté le gros lot au Loto et avoir conquis l'Amérique, les Tuche s'attaquent à la politique en accédant aux rennes de la République française ! Reconnus pour leur décalage grand-guignolesque, Olivier Baroux développe un thème original et d'actualité, qui fait toujours autant sourire. Les personnages de cette famille devenue culte sont à nouveau réunis pour renverser les valeurs avec tout leur naturel, leur franc-parler et toute la naïveté du monde. La France d'en bas qui goute aux privilèges d'en haut, tout ça avec un humour décalé, décomplexé mais jamais trash. Retrouver Jean-Paul Rouve en Jeff Tuche devenu président par accident, Isabelle Nanty devenue Première Dame et leurs enfants devenus l'intérêt principal des médias, ça promet de nouvelles répliques cultes et des scènes à l'Elysée totalement déjantées. On retiendra la rencontre cocasse avec Angela Merkel et celle plus désastreuse avec la table des ministres. Rouve et Nanty font la paire et suffisent pour nous faire passer un bon moment ! J'étais pas mort de rire tout le temps mais cet univers a le mérite de vider la tête et détendre sans complexes. C'est avant tout une partie de plaisir, autant pour les acteurs qui s'en donnent à coeur joie et les spectateurs qui s'enjaillent à l'idée de toute la bêtise attachante des Tuche. En lointain écho, on pense à la bêtise ahurissante mais réelle du président américain actuel, dont les propos semblent encore plus accablant que le burlesque Jeff Tuche. Des seconds rôles comme Scali Delpeyrat, Philippe Magnan ou encore Nicolas Maury viennent compléter le casting, sans grande implication comique... Olivier Baroux signe un troisième volet fidèle aux précédents, efficace et décomplexé, pas constant dans les bonnes blagues mais néanmoins divertissant et c'est là l'essentiel. Il faut croire que les Tuche deviennent notre Gendarme de l'époque : on s'attache aux personnages et le principe marche toujours. Jusqu'où vont-ils aller sans épuiser notre intérêt ? J'attend de voir... "
0.5," Une des pire daubes de l'année. Le réalisateur Olivier se déshonore. Les acteurs sont carrément génés de jouer leurs scènes, ça se sent à l'écran. Olivier et ses amis vont certes gagner beaucoup d'argent, mais ils perdent leur âmes.Photo et répliques niveau FR3 Limoges. "
3.5," "" Les tuche 3 "" troisième opus des "" tuche "" . Après son escapade en Amérique la famille Tuche a repris le cour de sa vie dans son petit village de Bouzolles . Jeff Tuche ( Jean Paul Rouve ) est devenu maire de Bouzolles . Il se réjouit de l'arrivée du TGV dans son cher village . Malheureusement le train ne fait que passer sans s'arrêter à Bouzolles . Déçu il décide de contacter le président de la république pour qu'il arrange la situation . Sans réponse de l'élysée Jeff Tuche ne voit plus qu'une solution pour se faire entendre celui de se présenter à l'élection présidentielle . Sans grande chance de remporter l'élection Jeff va pourtant profiter de circonstances politiques imprévisibles pour se faire élire président de la république. Jeff et toute sa famille vont alors s'installer à l'élysée avec une mission à haut risque gouverner la France ... En 2011 sortait sur les écrans français le premier volet des "" tuche "" une sympathique comédie centrer sur une famille de chômeurs pas vraiment comme les autres qui allaient devenir millionnaires du jour au lendemain et tenter de s'intégrer dans le milieu riche de Monaco . Le film connu un joli petit succès ( 1,5 millions de spectateurs ) à sa sortie en salle sans être extraordinaire non plus . La même année des films comme "" Rien à déclarer "" et "" intouchables "" explosait le box office faisant énormément d'ombre au "" tuche "" . C'est surtout lors de sa première diffusion à la télévision quelques années plus tard qui fit exploser l'audience ( plus de 8,5 millions de téléspectateurs) que le film est devenu très populaire auprès des français . De quoi lancer l'idée de faire une suite ( les tuche 2 , le rêve américain ) pour surfer sur ce succès d'audience . Booster par l'audience TV du premier film Les tuche 2 qui envoya cette fois ci cette famille pas comme les autres aux États Unis rencontra un succès encore plus colossal en salle que le premier opus ( 4,6 millions d'entrées ) soit trois fois plus d'entrées que le premier opus . Du jamais vu pour une suite de comédie française . Le film se payant même le luxe de devenir le film français ayant réaliser le plus d'entrées en salles en 2016 . Évidemment devant un telle succès un troisième opus fut rapidement mis sur les rails . Alors que vaut ce 3e épisode des "" tuche "" ? Et ben il est très sympathique . Perso je trouve que c'est le meilleur et le plus drôle des trois . Ils ont vraiment trouver une excellente idée assez originale pour ce 3e volet celle de faire élire Jeff Tuche président de la république et le faire gouverner la France . Et voir Jeff Tuche devenir président de la république et débarquer à l'élysée en compagnie de toute sa famille c'est un décalage énorme qui va forcément donner lieu à tous un tas de situation drôle et délirantes . Franchement on se marre bien devant une pléiade de répliques drôles  spoiler:  ( les monologues de Jeff Tuche ... )   et de scènes cocasses  spoiler:   ( Le débat télévisé d'entre deux tours entre jeff tuche et le président en place , l'arivée de la famille tuche à l'élysée , jeff tuche qui lave sa voiture dans la cour de l'élysée , jeff tuche qui constitue son conseil des ministres , le fils tuche qui martyrise son garde du corps en jouant au paintball avec lui , Cathie tuche qui répond aux appels de l'Elysée ou qui fait des lessives pendant les conseils des ministres , la rencontre entre jeff tuche et la chancelière allemande Angela Merquel , le président qui se met en grève ... )  . Bon évidement comme pour les deux premiers films c'est pas non plus de la grande comédie et on ne rit pas forcément aux éclats mais on passe tout de même un très bon moment . Le film est quand même une satire de notre propre élection présidentielle de 2017 avec le fameux candidat empêtrer dans de salles affaires ( Fillon ) , les gros partit qui se font éliminer les uns après les autres pour diverses raisons ( le ps , les républicains... ) , le candidat très peu connu et inexpérimenté que personne ne donne gagnant au départ et qui devient président alors que personne ne l'avait vu venir ( macron ) . Et ce qui est drôle c'est qu'on peut donc croire que le film est une parodie de l'élection de 2017 alors qu'en fait le film a été écrit avant l'élection de 2017 . On se dit qu'ils ont été assez visionnaires sur certaines choses . Ce changement de décor au palais de l'élysée est très sympa . Il faut savoir qu'ils n'ont pas eu l'autorisation de tourner à l'Elysée et qu'ils ont donc du trouver un palais en France qui resemble à celui de L'Elysée et qu'ils l'on décorer pour que sa soit très ressemblant à l'Elysée . La reconstitution du palais de l'élysée est super bien faite on y voit que du feu . Le casting est toujour au top avec le retour de toute la troupe d'acteurs des deux premiers films ( Jean Paul Rouve , Isabelle Nanty , Claire Nadeau , Sarah Stern , Pierre Lottin , Théo Fernandez ... ) toujour aussi excellent et drôle dans les rôle des membres de cette famille pas comme les autres qui vont s'installer à l'Elysée avec une mention particulière pour Jean Paul Rouve impayable en Jeff tuche qui s'improvise président de la république . Franchement il Il faut le voir en train de jouer les président comme quand il tente de constituer son conseil des ministres . Le film accueille de nouveaux acteurs avec entre autre Philippe Magnan excellent et drôle dans le rôle du président sortant déprimer de voir Jeff Tuche accéder à la présidence et qui va tenter de discréditer le nouveau président tuche qu'il considère être un naufrage pour la France . Bref si vous avez aimer les 2 premiers films vous devriez être conquis par ce 3e opus car on est dans le même état d'esprit et dans le même délire . Par contre si vous n'avez pas adhérer à l'humour des deux premiers films autant vous abstenir car on est dans le même registre . "" Les tuche 3 "" une sympathique comédie pour toute la famille qui vous fera passer un très bon moment de détente . "
