Note,Commentaire
5.0," Avec « Joker » de Todd Phillips, le véritable Joker est NÉ !Fabuleux, magnifique, extraordinaire, les mots nous manquent pour porter au firmament l’acteur Joaquin Phoenix dont le jeu est littéralement dérangeant, remarquable, époustouflant !On ressort décontenancé et pantelant, d’avoir vu son corps se déployer petit à petit, de l’être voûté et miséreux du début, à ce Joker dansant et virevoltant, rayonnant et parfaitement diabolique !Jamais un personnage n’aura permis de rentrer autant dans la folie pure, dans ce mental si effrayant, au point de nous faire rire jaune dans les moments justement les plus fous de ce récit !Un fonctionnement intérieur des plus machiavélique, dont chaque étape est décrite avec soin, de l’élément déclencheur à l’acte irrémédiable et terrible que l’on voit arriver, de loin ou de près avec toute la mise en place, toute la réflexion sous-jacente qui bouillonne dans cette tête hors norme !Et ainsi c’est bien toute la vie de ce Arthur Fleck, qui défile au son d’un rire vertigineux et indescriptible, saccadé et sans fin !Un être simplement fragile psychologiquement, victime d’une société capitaliste et laissé pour compte, dont les garde-fous vont sauter un à un et là, on pourra dire que cette expression n’aura jamais eu autant de sens...De son activité de clown et son projet de devenir humoriste, à sa vieille mère et son secret enfoui, c’est tout son cadre de vie qui éclate, qui part en miettes pour rendre ce malade psychiatrique encore plus insaisissable et incontrôlable !Joaquin Phoenix donne ainsi au personnage mythique et légendaire que représente le « Joker », toute sa dimension psychologique et sa raison d’être, d’exister et maintenant, chaque apparition de ce dernier renverra à coup sûr à cette histoire, ce destin terrible et inimaginable !Et que dire de cette mise en scène incroyable et théâtrale qui sied à l’acteur, tel un écrin qui le magnifie encore plus dans l’horreur !On est époustouflé de la montée en puissance qui s’opère à nos yeux, de la transformation de cet être replié, maigre et noueux,en un clown carnassier et démoniaque, devenu un véritable psychopathe dans l’âme !Chaque plan, chaque image crée la surprise, la peur et même l’angoisse et un simple escalier pénible à monter dans les premières images, va devenir soudain une véritable piste de danse, où on le verrait presque s’envoler...Joker est né ! Joker a sa propre histoire ! Joker a tout son sens !Et toute l’intelligence de ce film de DC tient aussi à ce qu’il représente comme antithèse au film lisse et propre de super-héros, tant au niveau de la violence personnelle exprimée que celle qui y est à l’origine, c'est à dire celle véhiculée et synonyme d’un malaise social, véritable message politique d’une société en rébellion telle qu’on la connaît encore actuellement, dont Joker en aura été ici bien malgré lui l’instigateur !Bravo pour cet incroyable film inspiré et inventif de Todd Phillips, véritable ode à Joachin Phoenix dont le regard sombre n’a pas fini de nous hanter ! "
5.0," Magistral, sombre, violent, divin. Le réalisateur va réinventer les origines et la naissance de ce personnage culte, qui fascine autant qu'il dérange. Et on peut dire que c'est complètement réussi. Que ce soit le scénario, le casting, les plans et cadrages, les couleurs, l'ambiance... tout est complètement maîtrisé et abouti. L'atout majeur est bien sûr l'interprétation hallucinante de Joaquin Phoenix. Totalement habité par ce rôle, dément, il arrive à nous hypnotiser de la première à la dernière scène du film. Personnage complexe, déchiré entre son envie de bien faire et son mal-être qui le ronge de plus en plus, on ne peut que ressentir de la compassion mais aussi de l'inquiétude face au déroulement de cette histoire et de sa vie. « Joker » est également une critique de la folie et pas seulement celle de son protagoniste. C'est aussi la folie grandissante de cette ville, du monde, des gens ; une critique de la politique et des traitements inégaux entre les êtres humains. C'est un film autant pessimiste qu'il est grandiose, procurant malaise et grand plaisir,sûrement un des meilleurs films de cette année 2019. http://cinephile-critique,over-blog,com "
4.5," Les héros de Comics vous indiffèrent et les films de super-héros ne vous intéressent pas le moins du monde ? Cela tombe bien, Joker devrait enchanter (aussi) ceux qui ne jurent que par le cinéma d'auteur, à condition qu'il soit intelligent. Il faut bien l'avouer, le Lion d'Or obtenu à Venise avait de quoi susciter de légitimes interrogations et une grande curiosité. Toutes les préventions sont assez vite balayées par les premières images de Joker : voici un film qui place ses pions sans tarder avec un personnage pathétique et un environnement sordide. La violence, le cynisme et la morgue des puissants n'ont jamais été aussi bien montrés que dans Joker, débouchant sur une révolte des humiliés qui évoque des rébellions pas seulement américaines et proches de nous. Et dans ce contexte, le rire du clown, bienveillant au départ, ne peut devenir qu'un rictus de haine devant l'injustice sociale. Très référencé, de l'expressionnisme muet à Scorsese, le film de Todd Phillips, cinéaste guère passionnant jusqu'alors, étonne par sa maîtrise continuelle, sa puissance narrative et sa cohérence visuelle. Evidemment, sa réussite serait moindre s'il n'avait un stradivarius comme interprète. Cependant, on oublie rapidement la performance pure d'un Joaquin Phoenix éblouissant pour ne s'attacher qu'au mal-être de ce Joker, réceptacle de toutes les mortifications et oppressions sociales. Hallucinant de radicalité, d'une tristesse infinie et d'une poésie ambigüe intégrale, Joker se prête à toutes les analyses politiques possibles. Mais laissons les exégètes en discuter à l'envi, le plus important est ce mélange de plaisir et de malaise que l'on prend devant un long-métrage qui restera parmi les plus grandes commotions cinématographiques de l'année. "
5.0," Si vous allez voir ce film en espérant voir un film d'action, vous serez probablement déçu, comme le furent une toute petite minorité dans la salle. Si vous avez compris ce que vous venez voir, alors vous visionnerez probablement le chef d'œuvre auquel vous pensiez assister. "
5.0," Ça fait longtemps que je n’avais pas pris une telle claque au Cinéma.Le scénario est béton, la photo propre, Joacquin Phenix crève complètement l’écran (rarement vu une telle performance) et le film ne nous laisse pas simple spectateur, il nous pousse dans nos retranchements et notre vision manichéenne ; on ne peut que se mettre à la place de Joker et compatir avec la situation, sans l’excuser. Le film apporte donc un début d’explication sur ce personnage intriguant, du moins il apporte un magnifique témoignage de la naissance de celui-ci. Enfin, la musique pleine de basse vient rythmer parfaitement ce drame, très belle réalisation qui devrait rafler un paquet de prix lors des futurs oscars, à juste titre. "
5.0," bon ben voilà je ressors de la séance et je suis comblé!! Joaquin au sommet et Todd Philips qui à peut être trouvé sa voie!le film divisera pour les raisons que vous connaissez déjà ( ouin c'est pas un film de super heros?, il est où bacman il est où etc...) mais pour ceux qui savent à quoi s'attendre alors vous allez adorer suivre la descente aux enfer (ou la monter en haut du podium) d'Arthur!une BO plutôt surprenante mais qui fonctionne très bien associé aux images, une photographie lécher et une mise en scène maligne. Todd franchement tu m'as surprisquand à Joaquin bon bah chapeau bas, ce mec est tellement habité par le personnage que ça en devient flippant! à se demander si il partagerait pas les idées d'Arthur tellement il nous fait ressentir ce qu'il pense!! si il ne remporte pas d'oscar alors personne n'en remportera cette année…pour les fans de la licence batman ne vous inquiétez pas il y a un soupçon de fan service plutôt bien amené qui vous fera dans tous les cas accepter ce JOKER dans votre cœur, car oui si on suit surtout Arthur, JOKER est bien là et le dernier acte le confirme si vous aviez un doute.bref je ne dirais pas à chaud que ce film est un chef d'oeuvre mais il y a moyen qu'il le devienne après un 2ème visionnage ou en laissant tous ça un peu reposer dans ma tête (rien qu'en écrivant des scènes me reviennent et mon amitié pour se film commence doucement à se transformer en amour) "
4.0," Une des meilleures rèussites de l'annèe 2019! L'influence du cinèma de Scorsese est èvidente sur cette tragèdie humaine qui a connu un gros succès commercial rècompensè par la Mostra de Venise et par 2 Oscars! Son thème : l'histoire d'une descente aux enfers! D'un humoriste sans talent qui se transforme en tueur psychopathe dans un Gotham City plus sombre que jamais! Avec le succès de ""Joker"", un vèritable culte de la personnalitè s'ètablit autour de l'extraordinaire Joachim Phoenix qui porte littèralement le mètrage sur ses èpaules (l'Oscar du meilleur acteur ne pouvait lui èchapper). Dans cette spirale infernale, Phoenix rejette au second plan tous les autres interprètes, y compris l'excellent Robert de Niro en prèsentateur de talk show qui fait une rèfèrence suffisamment claire de ""The King of Comedy"". C'est dire le niveau de la performance! Rèflexion glaçante sur notre sociètè et ses consèquences! Le drame des mots les plus ordinaires! Le lyrisme parfois dèlirant des images confèrent sa puissance au contenu! Le soin apportè à la bande son et aux maquillages sont tels que cette sensation « d'anxiogènitè » est ressentie! Sèquence fameuse et quasi mythique : le Joker qui danse au son de Gary Glitter sur les marches d'un escalier! Impressionnant et douloureusement prèmonitoire... "
5.0," Bon... par où commencer? Honnêtement, je n’ai pas le souvenir dans ma vie d’avoir été aussi scotché devant un film. Un film? Non, un pur chef d’œuvre plutôt. Todd Philips nous amène dans une ambiance anxiogène, où la société de Gotham est en perdition, ravagée par le désespoir et la cruauté. Arthur Fleck ( Joaquin Phoenix) en devient la pauvre victime et subit les sévices de cette roue infernale. Sali, meurtri et humilié, même par ses amis et ses proches, il tombe petit a petit dans la folie. Il sombre alors dans une frénésie absolue et s’identifie dans la violence en guise de vengeance envers ceux qui lui ont fait du mal, le Joker au sommet de son art tout simplement. Ce film est glaçant, sidérant et tellement exceptionnel qu’il frôle pour moi la perfection. Joaquin Phœnix entame sans aucun doute la meilleure prestation de sa carrière sur ce long-métrage. Une performance hors norme qui peut sereinement l’amener vers la récompense ultime à savoir l’oscar du meilleur acteur. Un film à la fois sublime et bouleversant, c’est un pur classique, une claque cinématographique comme on en a peu dans notre vie. Allez voir ce chef d'œuvre sans tarder, et je vous assure que vous resterez cloué sur votre siège! "
4.5," Il faut un peu mettre de côté l'univers DC Comics afin de pouvoir pleinement apprécier ce Joker de Todd Phillips, car en effet ce film aurait très bien pu fonctionner de la même façon avec n'importe quel psychopathe. Sa force tient principalement dans l'interprétation du personnage principal par un Joaquin Phoenix époustouflant. Il nous fait parfaitement ressentir comment cet homme rejeté de la société en est arrivé à devenir un tueur bon pour l'asile. La montée crescendo de sa folie est impeccablement bien mise en scène et nous fait sans cesse nous demander quand et comment il va passer du côté obscur (ou du côté lumineux pour lui). Certaines scènes sont même tout simplement splendides, comme celle de la danse dans les escaliers reprise sur l'affiche du film. Et pour finir, hormis une bande originale collant parfaitement à l'image, il faut aussi souligner une photo de très très grande qualité, chaque plan est pensé avec une grande minutie. "
5.0," Il faut dire je prends rarement le temps d'écrire une critique ici mais j'ai vu ce film hier soir et j'en suis encore bouleversé... Je veux dire au monde entier de ne pas hésiter et courir voir ce film.Joaquim Phoenix, en un mot : exceptionnel J'ai également adoré l'actrice Frances Conroy que je retrouve avec plaisir à chaque saisons d'AHS.Ce film vous fait plonger dans la folie grandissante d'Arthur, une descente aux enfers magnifiquement mise en scène. En résumé  spoiler:  vous assistez au glissement psychologique du personnage principal avec en parallèle son ascension en devenant un symbole pour toute la ville de Gotham ou régne le KO  : c'est la naissance du Joker Je termine par la direction artistique et musicale du film qui viennent magnifier les images. Un grand film comme on aimerait en voir plus ! "
