Note,Commentaire
5.0," Un savoureux film façon Cluedo, une intrigue maîtrisée avec de nombreux rebondissements. Un casting 5 étoiles pour une ambiance digne d'un bon Agatha Christie. Excellent. "
4.5," « À Couteaux Tirés », est une véritable petite friandise ou encore mieux un moelleux donuts que l’on savourera sans modération aucune !Et oui malgré les terribles enjeux de la mort mystérieuse de Harlan, ce valeureux patriarche et écrivain, Rian Johnson après un « Star Wars » sujet à discorde, a réussi à nous concocter une délicieuse comédie policière (ou whodunit !, tiens tiens donc !) bourrée d’humour, d’astuce et de malice...Franchement, toutes les caractéristiques de ce genre de policier typique d’Agatha Christie ou de Dorothy Sayers, sont là afin que le spectateur soit le personnage et l’acteur de plus, qui aura toutes les cartes en main et donc tout le pouvoir, pour élucider l’énigme !Sauf que, n’est pas le fameux et farfelu détective Benoît Blanc tout en fausse dilettante, qui veut (brillant et incroyable Daniel Craig) !L’intrigue et ses tenants et aboutissants, n’est pas si simple à priori, et entre cette famille de pseudo aristocrates, sans trop d’éducation soit dit en passant, qui se tire dans les pattes, et cette jeune fille, mélange de confidente et d’infirmière, on n’est pas au bout de nos peines afin de connaître le pourquoi du comment. Tout nous est pourtant apparemment expliqué dans les moindres détails avec cependant un art de brouiller les pistes pas piqué des hannetons !Et c’est alors que notre délicieux détective aux yeux bleus et surtout très perspicaces, va nous édifier en reconstituant le puzzle en entier, tout en plaçant pile poil l’ultime pièce manquante, ce qui va nous sembler limpide et évident par l’explication de l’imbrication des faits face à une troupe médusée !Et justement toute cette troupe de personnages vaut assurément le détour, rien que par la trogne de chacun plutôt réussie, avec une touche d’exotisme et d’originalité pour chacun dont on s’amusera volontiers en passant !De Toni Collette décalée au possible jusqu’à Michael Shannon, sombre et ambigu, on ne peut être que comblé sans compter la jeune Ana de Armas, qui s’en tire pas mal du tout parmi tous ces rapaces. En tous cas si le mystère plane dans cette affaire, on s’amuse également en se régalant de l’ambiance british de ce manoir avec ces décors incroyables, et de toutes ces petites histoires croustillantes qui concernent cette famille particulièrement et diversement intéressée !Un film malin, drôle, intrigant qui devient un vrai plaisir des yeux et des oreilles, et où surtout notre esprit est trituré et mis à rude épreuve !Alors on se le mange ce Donuts ? "
4.0," Pauvre Rian Johnson ! S'il ne s'était pas aventuré dans une galaxie très lointaine, le réalisateur de ""Brick"", ""Looper"" ou d'excellents épisodes de ""Breaking Bad"" (""La Mouche"", c'était lui !) serait encore sur un petit nuage hollywoodien nourri par les applaudissements des spectateurs. Hélas, tout le reste de sa filmographie semble avoir depuis été balayé par ce fameux épisode VIII de ""Star Wars"" qui a tant divisé les fans de la saga. On ne reviendra pas dessus mais il est clair que Rian Johnson est devenu le bouc émissaire idéal des réfractaires à cette nouvelle trilogie et il suffit de voir le déferlement de haine suscité par la simple évocation de son nom sur les réseaux sociaux pour comprendre à quel point la réputation du réalisateur est désormais associée à ces ""Derniers Jedis"" tant clivants.L'après-sabre lasers était une étape forcément attendue au tournant afin de réhabiliter Johnson dans les esprits, ce sera donc à cette partie de Cluedo grandeur nature de s'en charger. Et, bon sang, quelle partie pleine de surprises !Bien loin de la lourdeur académique (et un brin égocentrique) du ""Crime de l'Orient Express"" de Kenneth Branagh ou de la récréation très oubliable ""Murder Mystery"" avec Adam Sandler, ""À Couteaux Tirés"" redonne enfin ses lettres de noblesse au genre du ""whodunnit"" rétro et a de très fortes chances de devenir la référence en la matière de ces dernières années !Tout commence bien évidemment par un meurtre, celui de Harlem Thrombey (Christopher Plummer), auteur richissime et célèbre de romans policiers. Alors que la mort du vieil homme laisse penser à un suicide, le non moins renommé détective privé Benoit Blanc (Daniel Craig) s'associe aux enquêteurs de l'affaire dans le but d'interroger les membres de la famille du défunt à la veille de la lecture de son testament...Manoir isolé dans la brume, un héritage faramineux, une liste de potentiels suspects qui ne cesse de s'allonger, un détective malin comme un ""Poirot"" de compétition... N'en jetez plus, Agatha Christie ferait un triple axel de bonheur devant une telle proposition ! D'autant plus que ""À Couteaux Tirés"" repose sur un scénario 100% original de Johnson qui va à la fois offrir une intrigue savamment élaborée de ses prémices à son dénouement et prendre un malin plaisir à déjouer les attentes des spectateurs les plus rompus à ce genre d'histoire.En effet, citons juste pour exemple sa série d'interrogatoires introductive (dont il émane déjà un ton grinçant qui ne faiblira pour ainsi dire jamais) : en toute logique, le film aurait dû d'abord nous mettre dans la peau du détective pour nous laisser juges de la véracité des témoignages, mais non, à la place, nous voilà immédiatement dans la tête des différents suspects à découvrir leurs plus viles faces cachées pouvant conduire à la culpabilité de chacun. Ce ne sera que le hors-d'oeuvre de la malice constante d'un long-métrage s'amusant à nous balader entre la vérité et les faux-semblants avec une dextérité absolument irrésistible.Bien entendu, la galerie de personnalités hautes en couleur s'entredéchirant sur la dépouille de leur aïeul et la distribution impressionnante d'acteurs pour les mettre en valeur ne seront pas étrangères à sa réussite (mention spéciale à la jolie Ana de Armas à la hauteur de ce qui est probablement son meilleur rôle). Et, comme emporté par une sorte d'assurance justifiée par la qualité de l'ensemble, Rian Johnson se permettra même au passage de dresser un portrait au vitriol très pertinent du milieu bourgeois américain où, à travers l'égoïsme opportuniste de chacun, se fera sentir les visions irréconciliables de toute une société.Peut-être que ""À couteaux tirés"" aurait gagné à être raboté de quelques longueurs, notamment sur son final un brin trop démonstratif en explications (le film n'est jamais meilleur que lorsqu'il fait appel à la mémoire du spectateur, comme son joli dernier mini-twist), mais ce n'est bien là que le seul point noir à relever dans une oeuvre parfaitement maîtresse de ses multiples rebondissements et dans son habilité à les agencer pour maximiser l'effet de surprise.Gageons qu'une proposition aussi solide et aboutie réhabilitera Rian Johnson auprès des plus déçus de son fait d'armes précédent, le bonhomme a incontestablement du talent et ""À couteaux tirés"" en est la meilleure preuve. "
3.0," Entre un scénario complexe et fouillé et un scénario alambiqué la ligne est fine. Et à « couteaux tirés » est plus que borderline sur ce sujet. En nous révélant rapidement beaucoup d’indices, Rian Johnson s’oblige afin de conserver le suspense à des circonvolutions inutiles. Il le fait plutôt bien, mais à la fin cela devient fatiguant. Au lieu de jouer avec le spectateur et l’incité à élaborer des théories (ce qui est, à mon avis, l’essence même de genre de film), il déverse un flot d’informations et de fausses pistes qui finissent par mettre le spectateur non plus dans la position d’un enquêteur, mais justement dans celle d’un spectateur, qui attend tranquillement que les choses se passent et viennent à lui. C’est d’autant plus dommage que Johnson reboucle parfaitement le tout à la fin du film. La galerie de personnages est aussi à l’image du film, un gros casting, des personnages réussis, mais en trop grand nombre, un bon tiers d'entre eux est pour ainsi dire inutile. Là encore la complexité vient plus nous embrouiller qu’autre chose. On a l’impression que Johnson multiplie les protagonistes pour brouiller les pistes, ce qui laisse une impression de complexité assez artificielle, ce qui n’est pas très agréable. De plus le film met un peu de temps à se lancer, heureusement le rythme s’accélère à mesure que le ce-dernier avance. Malgré une ambiance réussie, un côté pince sans rire, une famille et des protagonistes réussis (si l’on retire du lot les inutiles) et une fin franchement agréable « A couteaux tirés » reste pour moi une déception, loin d’être mauvais, à force de vouloir trop nous mener en bateau il finit par lasser et c’est bien dommage. "
5.0," Un régal. J'ai retrouvé l'atmosphère des Hercule Poirot. La distribution est exceptionnelle. Il m'a rappelé le film ""Cluedo"" ambiance polar et drôle. Réjouissant. "
4.5," Après un ""Star Wars VIII"" un brin oubliable mais honorable, le mal-aimé Rian Johnson met sur les rails en 2018 le projet d'un thriller à énigme, puisant son inspiration entre Ian Fleming, Agatha Christie et la comédie noire. À vue de nez, il semblait vouloir nous servir une production Kenneth Branagh-like proche du ""Crime de l'Orient Express"" (2017), avec pour fin de trouver un nouveau rôle à la hauteur pour Chris Evans et Daniel Craig, suite à la fin respective d'""Avengers"" et de James Bond. Dans ce farfelu huis clos prenant une surprenante tournure dans sa seconde partie, nous suivons une l'enquête menée par Benoît Blanc (Daniel Craig) suite au suicide apparent de l'auteur Harlan Thrombey (Christopher Plummer), survenu le jour de son 85ème anniversaire. Linda (Jamie Lee Curtis), fille du disparu, recrute le détective à enquêter au sein de l'immense manoir familial, suivant la réunion au grand complet de la famille Thrombey pour étudier minutieusement les circonstances du décès. Après nombre d'interrogatoires alternants entre déductions et révélations, Marta (Ana de Armas), infirmière du feu écrivain, devient la principale source de soupçon. Comment Blanc réussira-t-il à dissocier l'avocat du diable de la clé vers la vérité? ""A couteaux tirés"" (""Knives Out"" dans sa version originale) remet sur pied le genre littéraire de l'enquête à huis clos sur grand écran, enquête remarquablement montée et mise en scène par Rian Jonhson, cinéaste confirmé trouvant enfin un scénario à son aise conséquemment de l'accueil critique mitigé de ""Looper"" (2012) et de ""SW VIII"" (2017). Chaque personnage trouve sa place dans le fil de l'intrigue comme pièce dans le puzzle. Johnson n'octroie aucune délicatesse à la peinture du milieu bourgeois américain classique, et chaque comédien trouve son mot à dire dans l'enquête  spoiler:  (à l'exception du personnage de Jamie Lee Curtis, finalement peu exploité jusqu'à son final).  Le spectateur ne sait même plus où donner de la tête face à ce jeu de famille très malin réinvestissant les codes classiques du huis clos pour les additionner à une construction scénaristique astucieuse. Effectivement, il est toujours dans le doute du bon déroulement des choses, les dires d'une séquence étant souvent contredits par celle qui suit par la venue de nouvelles pistes. De fil en aiguille, on finit par découvrir de manière ordonnée le déroulement de la soirée. Le détective Benoît Blanc, interprété par un Daniel Craig vieillissant mais toujours brillant, est une véritable hybridation entre Hercule Poirot (pour son statut de détective au nom entêtant) et un brin de Bond (rapprochement évidemment avec l'interprétation et le charisme de Craig). Sans surprise, il s'avère le personnage le plus confiant du film, archétype de l'inspecteur bienveillant...  spoiler:  ...ne se privant pas d'autre part quelques pitreries impromptues m'ayant fait le plus grand bien.  Le travail ingénieux de Johnson réside aussi dans l'usage de certains éléments de décor et les expressions faciales (souvent par cache), nous faisant rentrer pleinement dans l'enquête au sein d'une vieille bâtisse éloignée des autres locaux, parabole d'une bourgeoisie américaine esseulée et empoisonnée de ses certitudes. Esthétiquement, dès l'affiche, le film soigne chaque plan par des éléments avant / arrière se mariant très bien aux secrets enfouis des protagonistes au point de nous demander ce qu'ils représentent pour la suite, en plus d'une bonne exploitation de la grandeur du manoir. Hormis Daniel Craig, nous retrouvons pour notre plus grand plaisir les interprètes de premier choix Jamie Lee Curtis, Chris Evans campant un personnage complexe éloigné du Captain America que nous connaissions, Don Johnson, Toni Colette et ses moues fantastiques ainsi que Christopher Plummer dans les flashbacks et la James Bond girl en puissance Ana de Armas, impeccable en jeune infirmière au récit mystérieux. ""À couteaux tirés"" se distingue surtout de ses prédécesseurs en nous dévoilant d'emblée l'intrigue du film...  spoiler:  (la gouvernante d'Harlan Thrombey le découvrant mort dans son grenier en lui apportant le petit déjeuner, une occurrence pour le spectateur de visualiser le cadre spatial de l'histoire)... ainsi qu'une surprenante tournure du huis clos dans sa seconde moitié: le réalisateur sort sa caméra et déplace ses personnages outre le manoir, décision de script favorable aux scènes plus riches en mouvements.  La sensation de ne jamais tenir la vérité impatiente et captive, on est sur la faim du moindre petit détail permettant de faire avancer l'intrigue qui se clôt par une délicate mise en abîme sur l'art. Tel la mort de l'écrivain attestée au début, le cinéma doit désormais faire table rase des inspirations littéraires du huis clos et sortir de la zone du confort qu'est le séjour du manoir. En plus, l'histoire se place à l'époque contemporaine, comme en témoigne la mention des réseaux sociaux et de diverses nouvelles technologies. ""À couteaux tirés"" est ainsi une véritable bonne surprise de cette fin d'année (et de décennie. ^_^), à la tension équilibrée et rudement menée par jeux d'acteur et de cinéma en tout genre. Un polar classique remis au goût du jour aux enjeux bien ficelés démontrant radicalement le talent de Rian Johnson, suscitant une multitude d'interrogations et d'éclats de rire. "
5.0," Ce fût une surprise et une agréable surprise ! J'ai pris un énorme plaisir devant ce film, il est digne d'un récit d'Agatha Christie et de Sherlock Holmes.Je pense sincèrement que c'est le film que je préfère en cette année 2019. La réal, la mise en scène, le casting, le scenar.. Tout est maîtrisé du début jusqu'à la fin. On est tenu en haleine, on est emporter dans cette enquête juste folle et qui, mine de rien, sort des sentiers battues contrairement à d'autre films de ce genre. Bref un régal ! "
3.5," Une enquête à la sauce Cluedo assez efficace et plaisante à suivre. Le film est dôté d'un casting 5 étoiles où chacun a son rôle à jouer. Daniel Craig interprète le détective qui va mener son enquête. Entre pistes diverses, trahison et coups bas, l'histoire instaure plusieurs rebondissements sur un ton vaudevilien, incluant également de beaux décors. On pourrait lui reprocher un rythme un peu inégal par moment, mais on arrive vite à se remettre dans le bain. Polar sympathique et amusant.Http://cinephile-critique,over-blog,com "
4.0," ""À couteaux tirés est donc un très bon film, très surprenant. Parmi les défauts, nous retiendrons quelques passages un peu prévisibles (mais qui n’impactent pas l’ensemble du long-métrage) et le personnage principal manquant de développement. Pour les qualités, nous retiendrons une intrigue captivante, qui propose de très bons rebondissements et des prises de risque, et qui traite des sujets de société de manière assez satirique. Nous noterons aussi un rythme et une ambiance très bien travaillés, des personnages secondaires très bien développés, un très bon casting et des décors bien choisis. J’ai donc passé un très bon moment devant À couteaux tirés."" Critique complète sur cineomax.over-blog.com/ "
4.5," Le projet pouvait faire sourciller. Une affiche, une intrigue assez proches du Crime de l’Orient Express récemment meurtri par Kenneth Branagh. Même ribambelle d’acteurs tous plus prestigieux les uns que les autres, même récit à tiroirs où les réalités s’emboîtent et se superposent jusqu’à aboutir, à terme, à la résolution. C’était sans compter sur le double savoir-faire du réalisateur Rian Johnson : mener à bien des enchâssements tant temporels que focaux – Looper à l’appui –, construire une galerie de personnages secondaires suffisamment profonds pour intriguer le spectateur – son Jedi le prouvait assez bien. Car Knives Out est une réussite flamboyante, véritable opéra du mystère qui, du premier plan ralenti sur la demeure saisie dans la brume à l’image de fin, érige un kaléidoscope de scènes qui se réverbèrent les unes dans les autres de sorte à augmenter sans cesse la complexité, à densifier une intrigue qui, à l’instar d’une balle, rebondit encore et encore. Le spectateur, lui, ne perd jamais le fil ; là réside l’une des grandes, très grandes qualités de Johnson. Son montage sec et dynamique favorise des effets d’échos et joue constamment sur la focalisation d’une même scène à partir de différentes prises de vue. La répétition a du comique – la figure de la grand-mère, d’abord élément burlesque, puis peu à peu créature sphinxiale dont nous ne pouvons garantir la véracité –, la répétition a ce sens du pédagogique qui pose un cadre topographique et jette à l’intérieur ses personnages qui, tels des rongeurs soumis à une expérience, s’agitent dans tous les sens. La partition composée par le frère du réalisateur, Nathan Johnson, épouse la vétusté baroque de son cadre et des résidents qui l’occupent : la musique est envahissante et inattendue, elle écrase les scènes pour mieux en démonter les rouages superficiels néanmoins porteurs de spectaculaire. Car Knives Out est un grand spectacle. En ce sens, il affirme son indépendance par rapport aux œuvres d’Agatha Christie et par rapport à leurs adaptations cinématographiques : il s’agit ici de pousser la machine toujours plus loin dans la vitesse, de peindre une famille de prime abord hypocrite se transformer en entité monstrueuse et inhumaine dont la seule motivation est pécuniaire. Jeu de massacre des plus jubilatoires, le film fait également l’excellent choix de se saisir de notre James Bond 2019 pour le métamorphoser en enquêteur aussi perspicace que bouffon, capable de débusquer des traces là où personne n’en voit, ou de chantonner dans la voiture. Mise en abyme ironique d’une icône qui le définit et de laquelle il aimerait s’affranchir, Daniel Craig crève l’écran. On ne peut pas en dire autant des deux jeunes acteurs respectueusement découverts dans la série 13 Reasons Why et Ça : Katherine Langford et Jaeden Lieberher brillent par leur absence, entrent et sortent comme des ombres dans ce vaste théâtre de la famille de fortune. Pas de quoi ternir une œuvre jouissive et menée de main de maître par un Rian Johnson qui livre ici son meilleur film. Rarement l’énigme aura été si savoureuse. "
