Note,Commentaire
1.0," ""Oh non monseigneur , ils ont massacré un film génial ! Comme ça puire !"" "" Oh les vils geux ! Je le vengerais ! Que trépasse si je faiblis !"" Comment est-ce posssible ? Pourquoi avoir fait un remake américain ( ils sont pourtant rarement réussis ! ) Ils auraient du se douter qu'ils feraient un navet avec ce visiteurs en amérique !! Et se cacher sous le pseudonyme de Jean-Marie Gaubert ne cache en rien votre responsabilité dans l'histoire, M.Poiré ! Enfin bon, au lieu de me lamenter sur un tel gachis, regardons plutôt ce qui n'a pas fonctionné. Vous le savez, un remake doit quand même respecter l'oeuvre originale pour ne pas arriver a quelque chose de complétement opposé. Mais respecter l'oeuvre originale ne veut pas dire copier les scénes au mot a mot !!!!! En plus, cela ne sert à rien, vu que ce n'est même pas drôle ! Enfin quoi, on les connait les gags et si ils ont fonctionné dans le premier, cela ne veut pas dire qu'ils fonctionneront dans le remake ! Et d'ailleurs, c'est moi ou un maximum de scénes se terminent par une chute ? Je n'aurais qu'une seule phrase à dire dessus, c'est :"" à quoi ça sert ?"" Vous voulez voir des gens qui se pétent la figure ? Regardez VidéoGag ! Et là , vous allez me dire : "" au moins, ils ont respecté le film original !"" Je vous réponderais : André le pâté. Non, ce n'est pas la nouvelle marque lancée par mon voisin mais le nom de Christian Clavier dans ce film...euh non, je ne peux pas appeler ça un film. Renommer Guillaume, Thibaut, ça passe encore. Mais rennomer le cultissime Jacquouille la fripouille, André le paté, c'est inacceptable ! D'accord ça rime, mais ça veut dire quoi ? Je veux dire, qu'au moyen-âge, on pouvait interpeller un maraud en criant :"" Halte là, fripouille !"" Mais je vois mal un seigneur crier :""Halte là , pâté !"" Heureusement, l'interprétation des deux acteurs est acceptable, bien que largement en dessous de celle du premier film. Mais le reste du casting, quelle catastrophe. Julia, jouée par Christina Applegate, mon dieu qu'elle est cruche ! Aucun caractére, sérieusement, on la croirait sorti d'un Twilight ! ( je vais me faire massacrer pour ce commentaire ! ) Et pour la scéne où elle déclare avoir le courage d'une lionne, je dirais plutôt qu'elle est dynamique comme un molusque. Et le mari, comme il le dit lui-même a la fin en quittant le plateau du film précipitament ( il a eu une lueur d'intelligence ) est super cliché ! Et pour celle qui remplace Ginette la clocharde,...ce n'est pas une clocharde !! Ca a peut-être choqué les distributeurs américains de voir une sans-abri dans le film, donc ils l'ont remplacé par une jolie jeune jardiniére qui tombe étrangement amoureuse de Christian Clavier ( taux de probabilité : 1%. Drink cola zero, more possibility. ) et qui tient un étrange discours : "" il faut se libérer de son boss."" Oh bien sûr, ce n'est pas elle qui se faisait battre par son patron sans rien dire ? Le magicien, joué par Malcom McDowrll, est quand à lui ridicule et surtout pas drôle !! Il y a pas mal d'effets visuels réussis mais il y a quand même quelque chose de dommage : ça ne sert à rien. "
0.5," Woh ! Non seulement ce film ne vaut pas l’original, mais en plus il sombre dans tout ce qu’un remake a de plus mauvais. Un bide tellement prévisible que Jean-Marie Poiré a décidé de le signer d’un pseudonyme. Pathétique… "
0.5," Un très pitoyable remake des « Visiteurs » où Jean-Marie Gaubert (ridicule pseudonyme) transpose son propre film aux Etats-Unis! Les personnages, interprètès par Christian Clavier et Jean Reno, ont changè (ègalement) de patronymes, Jacquouille devenant Andrè le Pâtè et comte Godefroy de Montmirail, le comte Thibault de Malfete! Les personnages de Valèrie Lemercier et Marie-Anne Chazel, eux, sont remplacèes par deux nunuches hollywoodiennes, Christina Applegate et Tara Reid! Et que dire de l'immense Malcolm McDowell qui incarne lamentablement le rôle du mage! La rèalisation modifie donc ces « Visiteurs » en une course dèchaînèe...vers le naufrage le plus total! Consternant de bout en bout... "
0.5," L'adaptation des visiteurs pour le marché américain est complétement nulle. C'est moche pas un instant drôle,la ringardise est de mise ici; "
0.5," Je voulais faire une critique des trois opus mais finalement, je ne veux même pas classer ce film dans la saga pour deux raisons : je ne le fait jamais pour les remakes et ce long-métrage made in USA est tellement nul et inutile qu'il fait honte à l'original ! Une des reprises les plus mauvaises et inutiles au monde ! "
0.5," Quitte à faire un remake US d'un succès français autant le faire nous même et tenter ainsi de percer aux USA. C'est sans doute sur ce postulat de départ que Poiré, Clavier et Reno ont du s'appuyer pour faire ce film. Malheureusement pour eux l'argument marketing est rarement un bon filon pour monter un long métrage.Évidemment on ne change pas une équipe qui gagne, donc les mêmes rôles principaux, dans un contexte de déjà vu, j'irais même jusqu'à dire vulgaire copier coller ; du coup peu d'innovations et on fait l'effort de s'adapter aux ricains en mettant le film à leur sauce. Résultat ? Pas beau à voir... on sacrifie tout à la mode ""toujours plus"", donc plus de FX, plus de situations drôles (enfin c'est censé hein ?)... On rajoute un peu d'anglais sur des dialogues nullissimes, un sermon sur la liberté (je m'attendais presque à voir le drapeau étoilé sur le coup) et un autre sur la féminité (avec Tara Reid pour le coup ça m'a fait marrer, l'hôpital qui se fout de la charité). Par contre on enlève le couplet sur les Sarrasins, pas assez politiquement correct faut croire, et le scénario... s'il y en a un (on cherche).N'oublions pas un bon côté anti -français (un comble quand on plagie son cinéma) bien lourd où on passe pour des attardés mentaux. Niveau actorat les Français s'en tiraient bien mieux, mais mettre une ""star"" à la place de Chazel pour faire la pauvre demeurée qui aide Jackouiille (ou André le Paté donc, un gueux à particule...) ça aide pas, et nos français surjouent pour essayer de sauver ce qui peut l'être.Au final tout est trop attendu, trop prévisible, trop ridicule (même la musique où on rajoute encore de la sauce US), et du coup on ne rigole pas, dommage pour une comédie. La preuve que des suites en forme de remake ça ne marche pas non plus, autant oublier. "
1.0," Ils ont osé le faire. ""Les Visiteurs"" 1 et 2 ont eu un tel retentissement en France que l'adaptation US ne pouvait pas tarder. En 2001,on prend les mêmes et on recommence,le tout dans un New York pastel et des scènes humoristiques et destructives pour plaire au public du cru. De notre point de vue,s'amuser au jeu des similitudes passe le temps comme de voir Christian Clavier trouver de nouvelles grimaces et jeux de mots en anglais. Très très très dispensable. "
0.5," Le volet de trop qui massacre les deux premiers Visiteurs, excellentes comédies françaises. Ce remake américain est lourd, mal scénarisé, possède des dialogues navrants et des acteurs qui ne s'investissent jamais dans leur rôle. A croire que même eux ont trouvé ce troisième épisode désespérant de nullité et de bêtise. "
0.5," Le reboot façon usa des Visiteurs est une véritable catastrophe , aucune originalité tout repompé de A a Z sur les précédents films , pas drôle et ennuyeux . Ridicule et pitoyable , Clavier et Reno ne font même pas rire une seul fois . Bref un navet a fuir tout simplement ! "
0.5," Mais qu'est-il arrivé à Poiré pour nous pondre cette nullissime pochade? On a voulu ""américaniser"" les visiteurs, désolé mais ça ne fonctionne pas! "
4.5," Comme on dit, chacun ses gout, et la, c'est le cas. Il se peut qu'il y en a qui n'aime pas mais moi, franchement, j'ai adoré, c'est un film garnis de scènes hilarantes. Un casting au top, des acteurs performent, comme toujours. Une mise en scène correcte, une réussite. Jean-Marie Poiré réalise une perle rare, une merveille ! 4,5/5 "
0.5," Ah ben oui, 1.1 de moyenne pour les spectateurs c'était certain. Exporter les comédies françaises chez les ricains ça craignait d'emblée, voir ça à leur façon c'est encore pire, puis c'est une énième suite façon spin off, bref les pires procédés cinématographiques pour surfer sur la vague et faire du fric.Le résultat est mérité, tant dans la note que dans le visuel : c'est moche, pas drôle pour un sou, trop ricain, mal joué (oui Reno et Clavier cachetonnent clairement), même l'affiche est trop ""USA en force"" pour un couple de moyenâgeux bien gaulois. Le côté histoire on oublie hein ? De toutes façons là bas ils savent pas ce que c'est (ah si, ça s'appelle ""hier""). Bon allez on vire le ""même pas nanar car c'est pas attrayant à force de chercher le flouz"", merci de ne pas repasser. "
0.5, Les Visiteurs débarquent aux States mais ont laissé leur humour légendaire en France. 
4.0," C'est autre chose, mais je suis très agréablement surpris. Je m'attendais vraiment à un film très très ennuyeux à l'humour lourd mais... Je suis ""tombé dedans"". J'ai beaucoup aimé ! Ce n'est pas un chef d'œuvre, mais le film se laisse regarder de bon cœur. PS : Excellent le coup de la fontaine magique et ""Humez la forêt"" ! ^^ "
5.0," Alors là, je ne comprends pas les critiques ! Certes, il est moins bien que le premier qui est culte, mais certaines scènes sont franchement drôles dans ce film qui est loin d'être un navet ! "
1.0," ""Oh non monseigneur , ils ont massacré un film génial ! Comme ça puire !"" "" Oh les vils geux ! Je le vengerais ! Que trépasse si je faiblis !"" Comment est-ce posssible ? Pourquoi avoir fait un remake américain ( ils sont pourtant rarement réussis ! ) Ils auraient du se douter qu'ils feraient un navet avec ce visiteurs en amérique !! Et se cacher sous le pseudonyme de Jean-Marie Gaubert ne cache en rien votre responsabilité dans l'histoire, M.Poiré ! Enfin bon, au lieu de me lamenter sur un tel gachis, regardons plutôt ce qui n'a pas fonctionné. Vous le savez, un remake doit quand même respecter l'oeuvre originale pour ne pas arriver a quelque chose de complétement opposé. Mais respecter l'oeuvre originale ne veut pas dire copier les scénes au mot a mot !!!!! En plus, cela ne sert à rien, vu que ce n'est même pas drôle ! Enfin quoi, on les connait les gags et si ils ont fonctionné dans le premier, cela ne veut pas dire qu'ils fonctionneront dans le remake ! Et d'ailleurs, c'est moi ou un maximum de scénes se terminent par une chute ? Je n'aurais qu'une seule phrase à dire dessus, c'est :"" à quoi ça sert ?"" Vous voulez voir des gens qui se pétent la figure ? Regardez VidéoGag ! Et là , vous allez me dire : "" au moins, ils ont respecté le film original !"" Je vous réponderais : André le pâté. Non, ce n'est pas la nouvelle marque lancée par mon voisin mais le nom de Christian Clavier dans ce film...euh non, je ne peux pas appeler ça un film. Renommer Guillaume, Thibaut, ça passe encore. Mais rennomer le cultissime Jacquouille la fripouille, André le paté, c'est inacceptable ! D'accord ça rime, mais ça veut dire quoi ? Je veux dire, qu'au moyen-âge, on pouvait interpeller un maraud en criant :"" Halte là, fripouille !"" Mais je vois mal un seigneur crier :""Halte là , pâté !"" Heureusement, l'interprétation des deux acteurs est acceptable, bien que largement en dessous de celle du premier film. Mais le reste du casting, quelle catastrophe. Julia, jouée par Christina Applegate, mon dieu qu'elle est cruche ! Aucun caractére, sérieusement, on la croirait sorti d'un Twilight ! ( je vais me faire massacrer pour ce commentaire ! ) Et pour la scéne où elle déclare avoir le courage d'une lionne, je dirais plutôt qu'elle est dynamique comme un molusque. Et le mari, comme il le dit lui-même a la fin en quittant le plateau du film précipitament ( il a eu une lueur d'intelligence ) est super cliché ! Et pour celle qui remplace Ginette la clocharde,...ce n'est pas une clocharde !! Ca a peut-être choqué les distributeurs américains de voir une sans-abri dans le film, donc ils l'ont remplacé par une jolie jeune jardiniére qui tombe étrangement amoureuse de Christian Clavier ( taux de probabilité : 1%. Drink cola zero, more possibility. ) et qui tient un étrange discours : "" il faut se libérer de son boss."" Oh bien sûr, ce n'est pas elle qui se faisait battre par son patron sans rien dire ? Le magicien, joué par Malcom McDowrll, est quand à lui ridicule et surtout pas drôle !! Il y a pas mal d'effets visuels réussis mais il y a quand même quelque chose de dommage : ça ne sert à rien. "
0.5," Woh ! Non seulement ce film ne vaut pas l’original, mais en plus il sombre dans tout ce qu’un remake a de plus mauvais. Un bide tellement prévisible que Jean-Marie Poiré a décidé de le signer d’un pseudonyme. Pathétique… "
0.5," Un très pitoyable remake des « Visiteurs » où Jean-Marie Gaubert (ridicule pseudonyme) transpose son propre film aux Etats-Unis! Les personnages, interprètès par Christian Clavier et Jean Reno, ont changè (ègalement) de patronymes, Jacquouille devenant Andrè le Pâtè et comte Godefroy de Montmirail, le comte Thibault de Malfete! Les personnages de Valèrie Lemercier et Marie-Anne Chazel, eux, sont remplacèes par deux nunuches hollywoodiennes, Christina Applegate et Tara Reid! Et que dire de l'immense Malcolm McDowell qui incarne lamentablement le rôle du mage! La rèalisation modifie donc ces « Visiteurs » en une course dèchaînèe...vers le naufrage le plus total! Consternant de bout en bout... "
0.5," L'adaptation des visiteurs pour le marché américain est complétement nulle. C'est moche pas un instant drôle,la ringardise est de mise ici; "
0.5," Je voulais faire une critique des trois opus mais finalement, je ne veux même pas classer ce film dans la saga pour deux raisons : je ne le fait jamais pour les remakes et ce long-métrage made in USA est tellement nul et inutile qu'il fait honte à l'original ! Une des reprises les plus mauvaises et inutiles au monde ! "
