Note,Commentaire
2.5," ""Taken 3"" troisième du nom, est cette fois basée sur un scénario bien mince à l'intrigue tout aussi fine et légère...Donc on comprend tout très vite et même trop vite pour être surpris, c'est déjà un bon point pour ne pas être perdu !Liam Neeson est par conséquent de retour comme prévu, pour ne pas non plus nous déstabiliser et en plus, la forme a l'air d'être toujours au rendez-vous...Tant mieux !Cette fois, c'est en bon père de famille qu'il va régler cette enquête où accusé à tord du meurtre de son ex-femme, il va devoir tout faire pour protéger sa fille et prouver son innocence. Quel enjeu !Cascades, courses poursuites, bagarres, coups de feu, constituent l'essentiel du film et à y réfléchir, ce n'est pas un rôle dans la subtilité quand même, pour cet acteur taillé largement pour d'autres performances...Mais finalement, on se laisse prendre tout de même et bien plus que par l'impossible ""Taken 2"", alors qu'on observe la police patauger et perdre du terrain face à notre super héros bien plus malin et réactif ! Quoique Forest Whitaker n'a pas dit son dernier mot...Olivier Megaton sous la houlette de Luc Besson, nous offre du spectacle sans temps mort dont on pourra se contenter, mais je pense à l'occasion à quelques réalisations assez récentes, où l'humour avait judicieusement bien sa place, ce qui faisait toute la différence avec ce très sérieux film où méchants et gentils ont les dents acérées et longues en ne rigolant pas, mais pas du tout...Mais heureusement que Liam Neeson sait parfois se montrer un peu tendre et attentionné, comme quand il achète des bagels tout chauds et finalement, heureusement pour lui...On pensera du coup à faire comme lui, ça pourra toujours servir ! "
0.5," La critique contient des spoilers mais les masqués serait inutiles, vous voilà prévenus !Je l'avais dit pourtant à la fin de Lucy qu'on ne m'y reprendrais plus à voir un film estampillé Luc Besson ( ici producteur et scénariste ) mais voilà ayant vu les deux premiers films de la franchise je me suis laissé tout de même convaincre, après tout jamais deux sans trois comme on dit. Surtout que le premier film était plutôt sympathique, même si le scénario était écrit avec les pieds et que la caractérisation des personnages était atroce ( pour être un bon père faut soit être riche et offrir des poneys soit péter des rotules, merci pour cette leçon de vie Besson ), l'ensemble restait divertissant et filmé convenablement, c'était lisible et bien découpé ainsi que plutôt bien interprété, Liam Nesson étant très convaincant. Le deuxième était vraiment pas terrible perdant le côté lisible de la mise en scène ainsi que d'un recyclage du scénario rendant l'ensemble hautement indispensable mais ça restait quand même relativement divertissant et regardable. Donc je m'attendais à ce que le trois rectifie un minimum le tire, surtout qu'il changeait enfin d'accroche et je me disais que au pire ce serait un bon nanar marrant et divertissant à voir entre potes. Sauf que la vérité est autre. Déjà qu'avec Lucy c'était la fête du slip avec les incohérences et invraisemblances mais là c'est carrément la folie, au moins le scénario à le mérite de ne pas se croire intelligent mais niveau foutage de gueule il en tiens quand même une bonne. C'est tout simplement un plagiat éhonté du Fugitif, le film se donnant juste la peine de rajouter un ou deux personnages, de changer les noms et de mettre des méchants russes. Franchement Luc Besson devrait sérieusement arrêté d'écrire car ça devient vraiment n'importe quoi car non seulement partant de ce postulat, il n'est pas capable d'écrire un film cohérent, malgré la maigreur du scénario celui-ci n'a même pas la décence d'être correct. Je pourrais passer des heures à parler de toutes les incohérences et les invraisemblances du scénario mais ça ne mènerais à rien, sachez juste que ça prend souvent le spectateur pour un imbécile ( la palme revient à la scène qui nous explique comme le héros à survécu à un accident de voiture ), que ça cède à la facilité ( l'enquête du flic est risible et son explication finale est tellement minable que ça en deviendrait presque du génie ) et que ça ne respecte rien ni personne ( les flics sont tournés au ridicule comme dans tous les films de Besson ). Le pire c'est que le film ne respecte même pas ses personnages et ne cache pas leur utilités purement fonctionnels comme pour les amis du héros, ici réduit à pas grand chose dont on ne saura même pas leur sort final, notamment un qui se fait tirer dessus et dont on ne sait même pas si il meurt ou survit. D'ailleurs cette scène est ridicule, lorsque la police découvre le personnage ils prennent son pouls et appelle une ambulance et lorsque le héros arrive quelques minutes après, son ami, blessé ou mort on en sait rien, est toujours dans la même position avec les flics tout autour qui discutent en attendant l'ambulance, sans qu'aucun ne lui viennent en aide pour je sais pas moi, faire pression sur sa blessure pour arrêter l’hémorragie, ça aurait été une bonne idée non ? Mais la rien, les mecs discutent tranquille pendant que l'autre se vide de son sang, voir une tel scène c'est juste lamentable. Ça prouve le côté purement paresseux de l'écriture comme de la mise en scène, de plus les dialogues sont médiocres, je pense notamment à la scène de flirt entre Bryan et son ex-femme dont les répliques vu leur finesses sortent tous droit d'un film porno ou encore le dialogue explicatif pour présenter les méchants, ou on est obligé d'expliquer à un ancien agent surentraîné de la CIA ce qu'est un Spetsnaz, à ce niveau on touche le fond. Surtout qu'au passage ça insulte l'intelligence du publique, maintenant tous le monde à un notion de ce qu'est un Spetsnaz, c'est pas comme si c'était la première fois qu'on en parlais dans un film. Sinon la caractérisation des personnages est encore une fois lamentable, ils sont quasiment tous stupides, mention spéciale à l'ex-femme de Bryan qui ne se doute de rien quand celui-ci lui donne rendez-vous dans un coin paumé très loin de où il habite alors que généralement ils se retrouve à son appartement. Elle ne sait dit à aucun moment que cela se pouvait que ce ne soit pas Bryan et qu'on lui tende un piège, à croire qu'elle ne connaissait pas son ex-mari qui ne lui aurait jamais donné rendez-vous dans un endroit pareil. Et pis le flic aussi en tiens une bonne niveau caractérisation, les scénaristes n'ont rien trouvé de mieux que de lui donner deux grigris pour le rendre énigmatique ? Parce qu'avec sa pièce d'échec et son élastique il fait plus ridicule que mystérieux, surtout qu'il ne fait pas grand chose d'autre que de manger des bagels. C'est donc très caricatural, très cliché et les scènes sont trop téléphonés comme lorsque Bryan annonce à sa fille que sa mère est morte, mon dieu que cette scène est mauvaise avec la fille qui comme par hasard prend un air grave et chamboulé comme si elle s'avait que quelque chose était arrivé avant même que son père ne dise un mot. Le casting ne vient ici pas sauver le film avec Liam Nesson qui n'y croit visiblement plus mais qui est là pour cachetonner tout comme Forest Whitaker en totale roue libre qui fait le même rôle qu'il cumule ses dernières années. Ce sont clairement deux bons acteurs mais qui n'ont plus de carrières et qui joueraient dans n'importe quoi pour ne pas qu'on les oublies et pour qu'ils restent au top. Voir cela ça m'attriste car ce sont deux acteurs que j'apprécie et respecte beaucoup, qui mérite clairement mieux que de tourner dans ce genre de chose qui ne mérite même pas l'appellation de film. Sinon Famke Janssen et Maggie Grace sont mauvaises, il y a vraiment rien d'autre à dire sur elles et Dougray Scott est peut être le seul à s'en sortir à peu près, il se montre assez juste au début même si il tombe vers la fin dans son cabotinage habituel, au moins lui semble clairement s'amuser. Pour ce qui est de la réalisation, elle vous donnera envie de vous arracher les yeux avec une photographie fade, une BO sans inspiration qui passera inaperçu et un montage catastrophique. Franchement celui qui est responsable de ce montage devrait aller en prison pour tentative de meurtres, un tel montage pourra tuer un épileptique et je dis ça sérieusement même moi j'en ai eu mal à la tête alors avec quelqu'un qui à des problèmes cérébrales cela peut être grave. Je n'ai jamais vu un montage aussi cut de toute ma vie, les plans les plus longs doivent durer 3 secondes au maximum et ça c'est durant les passages posé du film durant les scènes d'actions les plans ne dépasse pas les fractions de secondes, c'est tout bonnement atroce et inregardable rendant les scènes illisibles et parfois même flou. De plus cela fait office de cache-misère à la mise en scène molle et sans inventivité de Olivier Megaton dont les scènes de combats sont mal filmés et mal chorégraphiés, on voit clairement qu'il ne se passe pas grand chose à l'écran et que Liam Nesson à sérieusement du mal à ce déplacer et à se battre dans ce film. C'est d'un ennui mortel, aucunes scènes n'arrive à susciter le moindre enthousiasme surtout que l'ensemble multiplies les faux raccords, les invraisemblances et les clichés visuelles ( non les voitures n'explosent pas après une chute ). Voir ça en 2015 c'est aberrant. En conclusion Taken 3 est un film nul. C'est le niveau zéro du cinéma, il n'y a rien de cinématographique ou d'artistique là dedans, c'est juste un produit commercial pour rapporter de l'argent, une entreprise purement cynique et honteuse. Car un tel résultat est honteux, ce n'est ni regardable car cette orgie d'images est douloureuse faisant mal à la tête donc ni appréciable car cela nous prend en plus pour des imbéciles dans son écriture risible qui plagie allègrement des bons films pour les pervertir et en faire de la merde. Le pire c'est qu'on parle déjà d'une suite à tout cela, ce qui prouvent que ça marche, ce qui me fait clairement peur pour l'avenir du cinéma car, qu'on ne me dise pas le contraire, les personnes responsables de ça n'aiment pas le cinéma, ils aiment juste l'argent que celui-ci peut produire. Car lorsque l'on aime le cinéma on ne peut pas sortir un tel film sans en avoir honte, on ne le sortirais et on ne le ferais surement pas tout comme on ne l’apprécierais pas. Et savoir que c'est ce genre d'individus qui prospère au cinéma alors que de véritables artistes, talentueux et aimants vraiment le 7ème art, ont du mal voire même n'arriveront jamais à faire leurs films, cela me révulse au plus haut point. "
4.0," Taken 3 lance le retour de l'ex-agent secret Bryan Mills aux méthodes particulières qui se retrouve accusé du meurtre de son ex-femme. Il va tout faire pour trouver réellement le coupable. Après, un premier violent et prenant, ensuite un second volet apparu en 2012 qui était plaisant et très divertissant, voici Taken 3. Ici, fini les Albanais et les Turcs, il s'agit maintenant des Russes. Et, le chasseur devient la proie. Le scénario est du déjà-vu et ne révolutionnera pas le genre mais on se laisse embarquer avec Liam Neeson. On a le droit à des séquences d'action bien ficelées et satisfaisantes, pourtant elles sont parfois illisibles à cause d'une caméra en mouvance. Également, les personnages sont honnêtes. Liam Neeson est comme toujours très agréable et crédible dans sa performance. Maggie Grace est aussi, plaisante. Il y a Forest Whitaker qui est de la partie, vraiment bon en faisant un policier déterminé. Sam Spruell n'est pas effrayant mais arrive à donner quelques angoisses au spectateur. L'ambiance est acceptable avec un rythme qui suit convenablement. Des clins d'oeils aux anciens opus sont le bienvenu chez le réalisateur, Olivier Mégaton et quelques rebondissements vers la fin du récit. On peut dire que ce troisième épisode de Taken est différent de ses prédécesseurs et il arrive à se démarquer. Il s'avère efficace dans son ensemble, mais c'est le moins bon des trois. Les fans ne seront probablement pas déçus. Un quatrième ? "
0.5," Taken 3 : Le slip ? Pourquoi le slip, je suis resté bloqué sur ça car le combat final avec le méchant, et encore, ce n’est pas vraiment un combat, il est en chemise blanc et en slip, jamais j’aurais demandé a un acteur qui est le méchant de mettre ça, car charisme zéro. Enfin bon, restons sérieux, étant fan du premier et après avoir trouvé le 2 correcte et client des films d’action, j’ai était profondément déçu par ce film qui est pas un bon Taken (le pire des trois), pas un bon film d’action et pas un bon film du tout. Je crois que c’est la premier fois que je trouve rien à sauver dans un film et pourtant, je suis très bon public mais alors la. Déjà, je crois que c’est la pire réalisation de tous ce que j’ai vu, les scènes d’actions sont illisibles du a un montage trop rapide, ça donne mal a la tête et on se perd très facilement, le réalisateur, je ne veux pas être méchant mais faut qu’il arrête le cinéma car ça, sent n’est pas, les effets de montages sont toujours les mêmes et c’est censé rendre le film nerveux alors que pas du tout. Et coté action, il y a pas grand-chose de mémorable. Moi, j’aime bien prendre un film en dvd pour revoir les moments fort, surtout les scènes d’action mais la, je l’achèterai pas car il y a rien. Ensuite, le scénario, c’est remplit d’incohérence car par exemple, Liam Nelson veut protéger sa fille à la fin, alors pourquoi il la prend avec elle devant le QG des méchants, il ne pouvait pas la laissé dans la plan, tous ça pour justifié une course poursuite… et le flic qui savait tous depuis le début mais il le poursuit quand même… Et le pire, c’est qu’ils ont tué le personnage de Liam Nelson, ils le font passé pour un bleu alors qu’il est super intelligeant dans le 1 et 2. Dommage car l’idée de départ aurait pu être bonne : avec la mère qui … mais encore la, aucune émotion… De plus, les musiques sont pas terribles et c’elle du combat final est a l’identique de celle du 2, bonjours l’effort. Et pour finir, heureusement que les acteurs que on aime bien son la, car on retrouve avec plaisir tous le monde et Liam Nelson dans son rôle que on apprécie mais la, il a du mal a suive, je le plein d’avoir joué dans ce film. Donc voila, je vous conseil pas ce film, c’est même pas un bon petit film d’action et sincèrement, ça m’a fait mal d’avoir vu ce film vu que j’aime bien les films du genre et les premiers Taken. "
3.0," 3ème volet de "" Taken "" . Bryan mills ( Liam neeson ) tente de reprendre une vie normale et tranquille après toute les épreuves qu'il a traverser . Mais cette vie calme sera de courte durée quand il est accuser à tort du meurtre de son ex femme lenore ( famke Janssen ) . En fuite et traquer par l'inspecteur de police Doltzer ( Forest whitaker ) il va tenter de trouver le veritable coupable , prouver son innocence et protéger sa fille Kim ( Maggie Grace ) ... Un 3ème opus de "" taken "" pas mal dans l'ensemble . Le scénario est archi classique et peu originale . Le film ressemble a un remake du "" fugitif "" en moins efficace mais le film reste divertissant . On retrouve les ingrédients qui ont fait le succès des deux premiers films c'est à dire du suspense et une grande dose d'action avec son lot de course poursuite , de fusillade et de baston . Bref c'est divertissant et on s'ennuie pas . Dommage que la réalisation soit toujour aussi bancale avec des scènes d'actions un peu mal filmer par moment qui gache un peu le plaisir . Liam neeson assure toujours dans le rôle de Bryan mills cette ex agent spécial qui cette fois ci va être accuser du meurtre de son ex femme lennore et qui va tout faire pour s'en sortir grâce nottament a ses talent d'ex agent spécial . Il va être traquer par l'inspecteur de police Doltzer incarner par forest whitaker qui est assez credible et efficace dans ce rôle . Un 3ème opus classique mais divertissant .on passe un bon moment sans prise de tête . "
1.0," Ne me demandez pas pourquoi je me suis retrouvé dans la salle de ce « Taken 3 » : je n'en ai aucune idée, si ce n'est peut-être la volonté de me « défouler » après une matinée difficile. « Grand » mérite de ce nouvel opus : avoir créé une « dynamique » différente ne tournant plus autour d'un enlèvement, mais bien d'un meurtre face auquel le héros doit prouver son innocence. Hélas, c'est bien l'unique intérêt de ce blockbuster à peine efficace, saboté par un montage hystérique parfois insoutenable et un récit d'une banalité indigente. Alors bon, sur l'ensemble on trouve bien une poignée de scènes honnêtement menées, mais tout est tellement prévisible, écrit à l'avance sans la moindre once d'imagination ou de talent que cela en devient vite lassant, pour ne pas dire presque ennuyeux. Les fans de la saga apprécieront peut-être, et après tout je savais à quoi m'attendre, mais je reste toujours sidéré que de tels films puissent connaître un si grand succès mondial avec aussi peu de choses à offrir au spectateur : c'est un peu triste. "
2.0," Le budget du film a visiblement été bouffé par le cachet du comédien qui ne voulait pas jouer dans cette daube.Les poursuites et bagarres sont filmées caméra au poing avec un montage insupportable de plans de 2 secondes. C'est très fatiguant et ça cache la misère de ses scènes, comme on ne voit rien.Le résultat est une honte et ça a l'air en plus de marcher aux US !? "
3.0," Un condensé vitaminé des 2 premiers volets. On rajoute une pincée de sentiment, de l'action toujours relativement fun et la potion fonctionne toujours. Le charismatique L.Neeson est aux aguets, mais aussi aux abois, car l'ennemi vient de l'intérieur,sans dévoiler tout le scénario, la presque Saga Taken délivre son final time, mais à vrai dire...est-ce bien une fin ? Découvrez enfin une partie de la vérité. Le brave et dévoué Soldat Liam toujours la forme. Une belle franchise d'exploitation de Luc Besson...Cocorico !Divertissant. "
3.0," Comme le second volet de la saga des aventures de l'ex-agent Bryan Mills et de sa famille, ce film d'Action est réalisé par Olivier Megaton. Le scénario solide (coécrit par Luc Besson) nous offre course-poursuites, cascades, combats et des rebondissements multiples mis en scène avec un rythme élevé. Ce thriller efficace nous offre une belle affiche avec de bonnes prestations d'acteurs de Liam Neeson et Forest Whitaker. "
1.5," Heureusement qu'un de mes acteurs fétiches, Forest Whitaker, est à l'affiche de ce troisième opus et remonte le niveau général car sans lui ça aurait volé vraiment très très bas. Le scénario est archi prévisible, les scènes d'action sont ultra risibles (on y croit plus papi Neeson), et Maggie Grace est à gifler tellement elle n'est pas crédible. Bref, ça sent trop le Besson de bout en bout... "
