Note,Commentaire
2.0," J'étais dans une salle comble cet après-midi pour voir le nouveau Christophe Gans.Oui, le réalisateur de ""Crying Freeman"" (poétique & beau), ""Le Pacte des Loups"" (ambitieux & respectueux) et puis ""Silent Hill"" (sombre & mélancolique)...Alors quant Christophe Gans s'attaque à ""La Belle & La Bête"" je pouvais espérer la réunion de plusieurs éléments qui ont jusqu'à présent fait la réussite de son cinéma.Mais hélas il en est tout autre.Pris dans un chantier sur lequel beaucoup de scénaristes se sont attaqués (à la TV, en comédie musicale, en dessin-animé) et où le 7ème art possède déjà son chef-d'oeuvre avec le film de Cocteau, il en fallait du courage pour offrir une version 2014.Alors qu'ai-je retenu ? Principalement la démonstration technique et qui pourtant me laisse perplexe.Trop d'image de synthèse dans cet univers. Et au final je n'y ai pas cru.Un décor immense, mais hélas assez mal exploité.Une bête au visage synthétique... Mais pourquoi diable ?!Loin de moi l'envie de continuer mes reproches sur d'autres domaines (le scénario, la narration, le jeu des comédiens) car ce ne sera que mon avis et les spectateurs, comme les critiques, jugeront.Mais Christophe, pourquoi ?Est-ce que le film s'adresse aux enfants ? Fallait-il imposer aux adultes qui les accompagneront un spectacle prévisible et dénué de toutes émotions ?Comme pour d'autres projets de réadaptation, je constate avec tristesse que le projet de revoir ""La Belle et La Bête"" n'était finalement pas nécessaire :-( "
3.0," Après le film mythique de Jean Cocteau avec Jean Marais et le cèlèbre dessin animè de Walt Disney, voici l'adaptation très attendue de Christophe Gans qui en connaît un rayon en terme d’ambiance fantastique! La vision donnèe par Gans à l'instar du château labyrinthique et de la partie vivante et vègètale dèpasse l'histoire pour atteindre presque l'intemporel! Sublime ambiance mais que dire des dècors envoûtants prèsentè dans le film comme un rêve magnifique dont on voudrait qu'il ne finisse jamais! Dans le rôle de la Bête, Vincent Cassel est sauvagement sèduisant avec un charisme et une puissance physique qui font merveille! A ses côtès, Lèa Seydoux est une Belle frêle mais ènergique qui exprime beaucoup d'èmotion à l'ècran! Mais où est le couple dans tout ça ? Où est la fascination de la Belle pour la Bête ? Où est l'amour, la sensualitè, la poèsie, les sentiments ? On n'a l'impression que Gans n'arrive pas du tout à traiter ces choses là! Autre problème, des frères un peu « too much » et surtout deux seconds rôles insupportables: Audrey Lamy et Sara Giraudeau, agaçantes au possible en soeurs gâtèes et coquettes où chaque rèplique pèse comme du plomb! En revanche, les effets spèciaux sommeillants et très spectaculaires sont admirables, à condition de les vivre dans une salle obscure! Presque touchante, cette intrigue sur fond d'amour impossible mèrite quand même de rester dans les mèmoires pour la beautè de ses dècors qui fascinent et accablent la rètine avec un aspect renaissance (dans la prècèdente vie de la Bête quand il ètait Prince), un lèger saupoudrage èrotique et puis carrèment la mythologie grecque! On repassera pour le côtè romantique! N'est pas Cocteau qui veut, mais en terme de pure plasticitè le charme opère, et ça c’est indèniable car c’est l’une des raisons pour laquelle il est facile de se laisser emporter! Au final, Gans se tire tant bien que mal de cette nouvelle vision du cèlèbre conte en signant une romance fèèrique / gothique avec un très beau rendu visuel... "
2.5," Le seul mot qui me vient à l'esprit lorsque je repense à ce film c'est ""spécial"". Visuellement le film EST une tuerie, surtout pour une œuvre française. La réalisation et les angles de caméra sont sublimes, tandis que l'immense travail de création de l'univers et des effets spéciaux qui le mettent en forme, sont visibles à chaque plans. Malheureusement, le scénario n'est absolument pas à la hauteur du reste. L'histoire cucu à mourir ne m'a pas étonnée, mais c'est surtout pour ses dialogues que le film déçoit. J'ai rarement entendu des répliques aussi mauvaises et mal écrites... Et croyez moi, j'ai vu beaucoup de films. Les acteurs principaux sont plutôt bons, bien que Lea Seydoux n'a visiblement pas le loisir d'exprimer son talent (rappelons nous de sa sublime performance dans La vie d'Adèle). Les autres acteurs sont tantôt passables, tantôt pitoyables. Je ne sais toujours pas quoi penser de ""la Belle et la Bête"", même après avoir écrit ses lignes. Je ne serai que vous conseiller de le regarder sans le son, pour l'apprécier pleinement. Ça reste tout de même un film moyen. "
3.0," La Belle et La Bête est mon tout premier film de Christophe Gans, réalisateur tant réputé pour son très célèbre Pacte des Loups et Silent Hill que je n'ai malheureusement pas pu voir. Je n'ai pas non plus vu pour le moment la version acclamée du conte par Jean Cocteau, donc autant dire que je m'apprêtais à totalement redécouvrir l'histoire de La Belle et La Bête à travers ce film. J'ai beaucoup suivi la promotion du film car il faut le dire, voir que nous les français sommes capables d'utiliser la motion capture et de faire des effets spéciaux pareils, ça devait se voir au cinéma! Et.. je suis assez mitigé. Non pas que je ne voyais pas la déception arriver vu les critiques mais je remarque que tout ce que ces dernières disent est vrai. Mais je vais quand même plus en parler en détails. Parlons donc dans un premier temps d'un des éléments nécessaires pour réussir ce film: Le jeu d'acteur. Et mon dieu que c'est raté, pour la plupart en tout cas. Léa Seydoux était d'un point de vue physique le choix parfait pour incarner Belle, et je ne me faisais pas trop d'inquiétude pour son jeu ayant été bluffé par sa performance dans La Vie d'Adèle. Mais quand est tombée la première bande-annonce, j'ai commencé à avoir un peu peur concernant l'interprétation de l'actrice. Et mes craintes ont été malheureusement vérifiées. Mon dieu qu'elle est mauvaise! Cela vient avant tout de son intonation affreusement froide et monotone qui ne dégage rien. Alors déjà que dans des scènes de simple discussion c'est pas top mais alors je vous laisse même pas imaginer ce que ça donne quand l'actrice doit exprimer la tristesse ou des émotions fortes, on frôle carrément la catastrophe!!! Constamment soit dans le sous-jeu soit dans le sur-jeu, il est impossible que le spectateur s'intéresse ne serait-ce qu'une seconde à elle tant on a envie de la secouer une bonne fois pour toutes pour qu'elle arrête de jouer de cette manière! Bon, je dois quand même avouer que je m'attendais à pire mais ça ne fait rien. Elle est mauvaise, tout simplement. Mais si la Belle est mauvaise, est-ce que la Bête peut rehausser le niveau? Eh bien.. oui. Vincent Cassel est le seul acteur du film à ne jamais tomber dans le piège de trop jouer comme dans une pièce de théâtre ( et encore, même au théâtre, les acteurs joueraient mieux que ça c'est pour dire! ) et il nous livre une solide interprétation que ce soit à travers sa voix très crédible quand il se trouve être la créature ou quand il apparaît sous forme humaine dans les flash-back. Lui, arrive à nous émouvoir, en particulier lorsqu' spoiler:  il tue sa femme . Vincent Cassel est donc un bon point à retenir dans ce casting mais il est le seul. André Dussolier n'est pas très convaincant lui non plus dans le rôle du père de Belle. N'arrivant jamais à nous émouvoir et surjouant à plusieurs moments, on a du mal à vraiment s'attacher à lui. Il n'est pas affreux mais il n'est pas bon. Eduardo Noriega joue comme les autres acteurs, de manière très sobre, et ne dégage pas grand chose en particulier à cause de son personnage de grand méchant complètement inintéressant et sans charisme. Audrey Lamy et Sara Giraudeau sont le parfait exemple de comic-relief ratés!!! J'étais déjà assez surpris de voir qu'elles seraient dans ce film mais je ne m'attendais pas à un jeu d'actrice aussi médiocre et à des personnages aussi inutile et pas drôles pour un sou!!! Myriam Charleins n'est pas catastrophique mais on se demande sérieusement pourquoi son personnage est dans ce film et qu'on essaie de la rendre importante alors qu'elle ne sert strictement à rien! Quant à Jonathan Demurger, Nicolas Gob et Louka Meliava, ils sont très plats et au final assez oubliables. Yvonne Caterfeld est correcte en princesse pour le peu de temps qu'elle a à l'écran. Mouais, le casting n'est vraiment pas le point fort de La Belle et La Bête. Mais côté musique, c'est pas trop mal. Pierre Adenot a inventé quelques mélodies bien sympathiques qui accompagnent très bien le long-métrage bien qu'elle soient malgré tout assez discrètes. Mais si La Belle et La Bête possède bien un point fort incontestable, c'est son visuel! Ah là par contre je me sens fier d'être français!!! Le visuel justifie à lui seul le visionnage du film! J'étais curieux de voir comment la Motion Capture allait être utilisée sur Vincent Cassel et le résultat est excellent! La bouche du monstre bouge de manière très réaliste, des détails comme ses poils sont très bien gérés (  spoiler:  notamment la scène où il se retrouve sans ses habits dans la tour  ) et on a vraiment l'impression que cette Bête prend vie devant nous! Les décors sont juste superbes!! La plupart ont été faits grâce à des fonds verts et il se remarquent à peine, et pourtant je faisais vachement attention aux grands arrières-plans mais je ne voyais pratiquement rien! Le château de la Bête est une merveille, tout comme les cadres sur  spoiler:  les bateaux en début de film coulant à cause d'une tempête, l'immense arbre abritant le corps de la princesse ou de La Sirène amarré à un port . Chaque décor est soigné avec une très grande précision du détail. J'ai également été bluffé par les costumes, eux-aussi superbes à l'écran, très colorés mais pourtant ils ne font pas tâche, les robes de Belle et la tenue de la Bâte sont par exemple vraiment belles. Et pour les effets spéciaux, il y en a beaucoup dans le film et beaucoup sont réussis! Les Tas D'Hommes ( je sais pas si ça s'écrit comme ça mais tant mis je m'en fous, à la guerre comme à la guerre ) par exemple sont assez mignons, les statues gigantesques elle-aussi sont à voir sur grand écran, et comme je l'ait dit, La Bête est géniale à voir. La mise en scène de Christophe Gans regorge de très bonnes idées comme spoiler:   les transitions pour passer du livre racontant l'histoire à l'histoire elle-même ou le passage dans les flash-back à travers le miroir très très stylé.  Les plans sont juste parfaits! Aussi bon que dans un film hollywoodien. Donc visuellement, La Belle et La Bête vaut définitivement le coup d'oeil! Mais revenons à un point qui encore une fois fait très mal. L'histoire du film. Quand généralement on va voir un film sur La Belle et La Bête, on ne vas pas le voir juste pour le visuel ou le design, on veut avant tout une histoire d'amour très bien construite et crédible. Et ben les gens, si vous voulez voir le film juste pour ça, passez votre chemin! J'ai rarement vu une relation amoureuse aussi mal faite que celle dans ce film! Mais je veux dire, Christophe Gans ne s'intéresse pas à leur relation!! Il s'intéresse aux décors du domaine de la Bête ou quelques scènes d'action mais pas du tout au lien qui unit la Belle et la Bête!!! Enfin merde quoi, parmi les étapes nécessaires pour construire leur relation, la moitié n'y est pas! Et l'autre moitié n'est pas bien placée! Dans le film, l'histoire veut que Belle découvre au fur et à mesure le passé de la Bête. Et alors là on se dit que c'est une fois qu'elle aura su toute sa vie qu'elle va essayer d'un peu plus s'approcher de lui, qu'ils vont tenter de plus se connaître l'un l'autre petit à petit et c'est là que commencera leur histoire d'amour. Mais dans ce film non!!! C'est une fois que spoiler:   Belle finira par savoir toute son histoire ( en fin de film qui plus est!!! ) qu'elle sera amoureuse de lui..... déjà??!!!! Mais alors là on se dit qu'il y a forcément une raison à cette amour. Leurs discussions qu'ils ont échangé avant vont sûrement tout remettre et... et ben non!!! Ils ne se sont parlés qu'à 2 reprises lors des dîners, la première fois, La Bête l'a effrayé, la deuxième ils se sont engueulés et n'ont pas cherché à mieux se connaître, et leur scène de danse c'est conclue par une énième engueulade qui n'a mené à rien. Et du coup comment Gans va t-il faire pour que La Bête fasse un beau geste envers Belle? Eh bien c'est simple! La Bête poursuit Belle sur la glace, manquer de la tuer, et donc décide de la laisser partir une journée chez sa famille. C'est sensé être romantique???!!!!  Et cela nous amène également à un autre problème TRÈS dérangeant du film. C'est centré à fond sur Belle, et on a rien sur la Bête! La seule scène personnelle qu'a La Bête c'est  spoiler:  celle où il mange un sanglier... comme une bête.  Voilà! Voilà à quoi se résume les émotions que le spectateur doit ressentir envers ce personnage!! Mais nom de Dieu c'est pas vrai! Même Disney qui ont rendu leur version de 1991 familiale ont compris comment installer une romance crédible entre les 2 personnages! En s'axant sur chacun des deux et en mettant des étapes logiques dans leur relation! Même eux qui bossent pour des enfants ont compris comment faire une bonne histoire d'amour! Le problème est que Gans ne s'intéresse pas à ça. Et on a beau avoir des flash-back ( par ailleurs assez réussis et forts en émotion ) sur le Prince, on n'est pas plus renseigné sur ce qu'il éprouve aujourd'hui. Donc oui, la romance entre Belle et La Bête est VRAIMENT ratée. On a également un humour très lourd venant uniquement des 2 soeurs de Belle incroyablement chiantes. Le scénario sur le papier n'est pas foncièrement mauvais mais il peine à convaincre à cause de son histoire d'amour qui ne tient pas debout une seule seconde. D'ailleurs, le film s'attarde parfois sur des détails dont on en a rien à branler et qui auraient dû être supprimés pour plus de conversation entre les 2 personnages principaux comme  spoiler:  le père de Belle qui découvre le Château ou les Tas D'Hommes au final inutiles.  Le combat final possède quelques trucs étranges comme les zooms très forcés sur la Bête alors que la musique n'a rien d'épique. Il y a par contre une scène très bien foutue c'est celle  spoiler:  de la Danse  qui là par contre marche très bien. La conclusion du film n'est pas mauvaise en soi mais je me demande quand même si  spoiler:  La Bête a toute sa tête pour décider de devenir paysan au lieu de rester dans son château avec tout son or et de tout redémarrer. Je veux dire, je veux bien comprendre qu'il soit dégoûté à jamais de son passé mais ce n'est pas une raison pour décider de faire pousser des navets! Il peut très bien reprendre à zéro sa vie d'antan et combler sa femme!  Mais bon assez parlé, il est temps de conclure. Que vaut au final La Belle et La Bête? Eh bien, c'est clairement une déception. Si vous attendiez le film pour son histoire d'amour, fuyez-le comme la Peste! Mais si vous cherchez un univers visuel riche et plein de bonnes idées, je vous recommande le visionnage du film. En ce qui me concerne, je suppose que j'ai suffisamment apprécié les effets spéciaux absolument magnifiques, les décors, les costumes, et quelques scènes assez sympa pour supporter la romance ratée et le jeu d'acteur globalement mauvais. C'est à vous de voir. "
3.5," Très beau film magique pour les personnes qui ne connaissent pas vraiment l'histoire de la bête. Pour les Fan, c'est une autre histoire ...Malgré un monde féérique, des décors magique, des costumes splendide, certains détails mon chiffonnée, fan invétéré de la Belle et la Bête. Des personnages absolument pas indispensable (frères et sœurs qui au final ne servent pas à grand chose ...)  spoiler:  les chiens de chasse transformé en petites bêtes aux yeux mouillées, certes elles sont très mignonne,  mais elles ne servent qu'à meubler des temps d'attente (que je trouve beaucoup trop long dans le film).Le titre du film se nomme la belle et la bête, pourtant l'histoire est beaucoup plus centrée sur l'histoire de Belle, la transformation de l'homme en bête, et de la bête en homme est je trouve beaucoup trop survolé. Quant a l'histoire d'amour .... elle est complétement inexistante !! belle voit une fois par jour la bête, et peu de temps au diner, celui-ci lui impose de se taire et pouff elle tombe amoureuse ... pauvre fille .....pour finir ...  spoiler:  un prince qui devint fleuriste ?.... mouai pourquoi pas ......  la fin aurait pu être mieux ....au niveaux des acteurs, Vincent Cassel est formidable en prince déchu transformé en bête hargneuse, ce rôle lui va à ravir, on accroche tellement vite a sa voix.Pour ce qui est des autres, c'est plus nuancé .... Audrey Lamy a le même jeu d'acteur que dans scène de ménages ... dommagepour les autres , le jeu d'acteurs est potable même si les dialogues sont vide de sentiments et plat ..André Dussollier colle parfaitement bien au rôle du père de BellePassons à Léa Seydoux ... Personnellement je n'ai absolument pas du tout accroché, beaucoup d'actrice française avec un meilleur jeu d'actrice et un charisme beaucoup plus prononcé aurait été beaucoup mieux en BellePas mal de point négatifs, mais je suis quand même relativement contente de l'avoir vu, et juste pour revoir l'image de la magique et hargneuse bête interprété divinement par Vincent Cassel, j'irais le revoir "
4.0," Oublions Jean Cocteau et Disney... Restons concentrés sur ce film et allons jusqu'au bout du conte: qu'y reste-t-il? Un film solidement maîtrisé, parfaitement orchestré, manquant certes d'émotion mais offrant de magnifiques images pouvant satisfaire parents et enfants... "
2.0," D'un côté, voir le cinéma français se donner les moyens de ses ambitions, c'est bien, surtout lorsqu'on sent que le budget a été utilisé à bon escient, certains aspects ne pouvant que séduire. De l'autre, on peut aussi se dire qu'avec de tels moyens, il y avait certainement mieux à proposer. Le problème est récurrent chez Christophe Gans : celui-ci s'implique corps et âme dans la forme, pour se contenter du strict minimum sur le fond. On a beau apprécier de voir cet univers magique concurrencer les blockbusters américains dans les décors, les costumes et les effets spéciaux, nous n'étions pas obligés de les imiter concernant le manque de chair scénaristique, la relation entre les deux héros étant à ce titre totalement sacrifiée au point de n'être pas du tout crédible, surtout que Vincent Cassel et Léa Seydoux sont très loin d'assumer leur statut de comédiens référentiels. Résultat : après une introduction plutôt réussie, on tombe vite dans une certaine banalité, avec toutefois quelques jolies trouvailles, notamment à travers ce flashback réparti en plusieurs fois permettant de garder longtemps secret les origines de la malédiction de la Bête. Rien de déshonorant donc (on en sort pas mécontent), mais un remake ne s'imposant pas forcément, certains rajouts apparaissant même assez risibles  spoiler:  (les géants : WTF?) , si ce n'est pour montrer que nous aussi pouvons signer de grosses productions : pourquoi pas, mais on était en droit d'attendre un peu plus... "
1.5," Si comme le pense Christopher Gans, la qualité d’un film se mesurait à son ambition, son budget, ou la compétence de ses équipes, ""La Belle et la Bête"" serait un chef-d’œuvre. Mais en sortant de ce joli livre d’images, aussi long qu’ennuyeux, force est de consater que le Cinéma, ça doit tenir à autre chose. Plutôt rassurant, non ? Pour justifier de s’être lancé à son tour dans une nième adpatation (après maints films et séries, le dessin animé de Walt-Disney et surtout la version de Cocteau), Gans revendique sa lecture de l’œuvre originelle, un trésor de la culture française. Nos contes et légendes, c’est notre richesse dit-il. La matière de plein de blockbusters made-in-France qu’il se propose désormais de réaliser et d’envoyer à la gueule des américains et du marché international. Gans croit ainsi innover en nous racontant dans le détail l’origine de la malédiction qui transforma le prince en bête. Problème, ses flashes-back vident le film de son enjeu principal : l’histoire d’amour. Comment Belle décèle que derrière le masque effrayant et les manières terribles de la Bête se cache un être beau, sensible, dont elle va s’éprendre irrestiblement ? Léa Seydoux n’a rien à jouer de ce côté là : le visage du prince et ses mésaventures passées lui sont révélées par des visions et des rêves, grâce à l’intervention opportune d’une mystérieuse guirlande de petites lumières. Une animation qui fait un peu tâche et déclenche notre perplexité. Mais heureusement, Gans à tout prévu, les lumières se présentent elles-même dans un bruissement de voix espiègles : "" - nous sommes les lucioles, nous sommes les lucioles !"". Les acteurs n’ont rien à jouer, toutes les aspérités sensibles (le grain de la voix, les gestes non story-boardés…) sont ignorées au profit du grand projet : l’intégration numérique. Que notre savoir-faire ou celui des allemands, coproducteurs du film, n’ait rien à envier aux boites de FX américaines ou néozélandaises, on s’en félicite, mais quel intérêt si le film objet de tant de soins ne procure aucune émotion, aucun effroi, aucune tension, aucun rire ? Léa Seydoux aura juste exaucé son rêve : se déguiser en princesse. Elle est la jolie tourneuse de pages de ce remake inutile et boursoufflé. "
4.5," Un immense et remarquable travail. On aime ou pas ce type de film un peu ""mièvre"" pour certains. Quoiqu'il en soit, il propose du romantisme et de la poésie, pour peu qu'on y demeure sensible. Je donne une note élevée pour la qualité globale, car il est malheureusement devenu rare pour une production française de présenter une qualité technique aussi poussée. J'aurais tendance à le recommander. "
5.0," Magnifique et magique, cette adaptation de la Belle et la Bête est parfaitement réussie. Les effets spéciaux sont très réussis aussi. Les petites créature sont trop mignonnes. L'histoire est bien mise en scène. Un film qui plaira aussi bien aux grands qu'aux enfants (s'ils n'ont pas peur de la Bête). J'avais de suite compris que  spoiler:  celle qui raconte l'histoire est Belle.  "
